Unnamed: 0,comuna,titulo,precio_uf,m2_totales,m2_construidos,banos,dormitorios,antiguedad_anos,estacionamientos,jardin,piscina,quincho,condominio_cerrado,educacion,comercios,salud,url,tipo_vivienda,uf_por_m2,latitud,longitud,distancia_centro_km
2213,Ñuñoa,Casa En Venta De 3 Dorm. En Ñuñoa - Se Aceptan Ofertas,3045.0,75.0,92.0,1,3,65,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3111006886-casa-en-venta-de-3-dorm-en-nunoa-se-aceptan-ofertas-_JM,casa,33.09782608695652,-33.4643555,-70.6132604,4.209736429659376
2214,Ñuñoa,Eduardo Castillo Velasco (116270),13600.0,359.0,201.0,3,5,75,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3195925748-eduardo-castillo-velasco-116270-_JM,casa,67.66169154228855,-33.4568012,-70.6208905,3.134881420874023
2216,Ñuñoa,Zañartu Aislad Gran Patio 3d/3b Terreno 420m2 (101869),8100.0,420.0,150.0,3,3,65,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3225383380-zanartu-aislad-gran-patio-3d3b-terreno-420m2-101869-_JM,casa,54.0,-33.4725046,-70.60432,5.429036385065256
2217,Ñuñoa,Casa En Venta En Ñuñoa Con Estacionamiento Y Bodega,9900.0,329.0,190.0,2,3,76,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3185573056-casa-en-venta-en-nunoa-con-estacionamiento-y-bodega-_JM,casa,52.10526315789474,-33.4600987,-70.6223148,3.2654599441861123
2219,Ñuñoa,Venta Casa Ñuñoa (121216),12900.0,435.0,192.0,3,4,78,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3190944322-venta-casa-nunoa-121216-_JM,casa,67.1875,-33.4608603,-70.6146007,3.872317731865544
2224,Ñuñoa,¡¡oportunidad De Inversión!! Se Aceptan Ofertas,9700.0,330.0,210.0,3,4,76,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1678085401-oportunidad-de-inversion-se-aceptan-ofertas-_JM,casa,46.19047619047619,-33.4650181,-70.6184708,3.9016467308137055
2225,Ñuñoa,Remodelada En Barrio Seguro. Metro Cerca. Gran Potencial,13500.0,300.0,155.0,4,4,50,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710968289-remodelada-en-barrio-seguro-metro-cerca-gran-potencial-_JM,casa,87.09677419354838,-33.4578567,-70.6106779,3.996714845798756
2227,Ñuñoa,"Casa Para Remodelar, Obispo Orrego, Ñuñoa (122882)",6400.0,234.0,88.0,2,3,50,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3202320120-casa-para-remodelar-obispo-orrego-nunoa-122882-_JM,casa,72.72727272727273,-33.4586515,-70.6197193,3.3454017577926307
2230,Ñuñoa,6 D/ 3b -7 Est. ¡se Estudian Ofertas! (123120),14790.0,396.0,195.0,3,6,61,7,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208958992-6-d-3b-7-est-se-estudian-ofertas-123120-_JM,casa,75.84615384615384,-33.4568012,-70.6208905,3.134881420874023
2231,Ñuñoa,Venta Casa En Condominio Cerrado-ñuñoa.,6400.0,133.0,111.0,2,3,0,1,False,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3125246674-venta-casa-en-condominio-cerrado-nunoa-_JM,casa,57.65765765765766,-33.4719095,-70.604271,5.3889298012053
2232,Ñuñoa,Estupenda Casa Remodelada En Barrio Patrimonial De Ñuñoa,10650.0,255.0,171.0,3,3,0,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2889718834-estupenda-casa-remodelada-en-barrio-patrimonial-de-nunoa-_JM,casa,62.280701754385966,-33.4604052,-70.606715,4.456616404548238
2233,Ñuñoa,"D9427051- Venta Casa Barrio Mujica, Ñuñoa - 7d5b",12100.0,318.0,220.0,5,7,0,3,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1724633653-d9427051-venta-casa-barrio-mujica-nunoa-7d5b-_JM,casa,55.0,-33.4623809,-70.6062176,4.610190598562275
2234,Ñuñoa,Hermosa Casa Con El M2. Más Económico De E. Castillo Velasco,7450.0,202.0,104.0,2,4,0,1,True,True,False,False,True,True,True,https://portalinmobiliario.com/MLC-2967403108-hermosa-casa-con-el-m2-mas-economico-de-e-castillo-velasco-_JM,casa,71.63461538461539,-33.4568012,-70.6208905,3.134881420874023
2236,Ñuñoa,"Barrio Residencial 4 Dormitorios, Patio Terraza Estacionamie",10200.0,292.0,138.0,2,4,60,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1649725321-barrio-residencial-4-dormitorios-patio-terraza-estacionamie-_JM,casa,73.91304347826087,-33.4652983,-70.6201252,3.8174143163567424
2237,Ñuñoa,"Casa En Venta En Rodrigo De Araya, Ñuñoa Con Patio",4500.0,170.0,150.0,2,4,0,1,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1713860451-casa-en-venta-en-rodrigo-de-araya-nunoa-con-patio-_JM,casa,30.0,-33.4719095,-70.604271,5.3889298012053
2240,Ñuñoa,Espectacular Casa En Ñuñoa En Condominio Seguro,4800.0,180.0,120.0,2,4,0,1,True,False,False,True,True,True,False,https://portalinmobiliario.com/MLC-1715831449-espectacular-casa-en-nunoa-en-condominio-seguro-_JM,casa,40.0,-33.472739,-70.6011362,5.670473105790559
2241,Ñuñoa,Casa En Venta 4dorm.-obispo Orrego/av. Grecia-villa Olímpica,4200.0,94.0,75.0,2,4,60,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3100801304-casa-en-venta-4dorm-obispo-orregoav-grecia-villa-olimpica-_JM,casa,56.0,-33.4652983,-70.6201252,3.8174143163567424
2242,Ñuñoa,Casa Exequiel Fernandez/juan,5600.0,110.0,70.0,2,3,50,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2954830590-casa-exequiel-fernandezjuan-_JM,casa,80.0,-33.462493,-70.6000358,5.109999842951006
2243,Ñuñoa,"Se Vende Casa Remodelada 4d 3b + Estacionamiento, Ñuñoa.",7099.0,162.0,125.0,3,4,72,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2935641978-se-vende-casa-remodelada-4d-3b-estacionamiento-nunoa-_JM,casa,56.792,-33.4720793,-70.6127553,4.835101488255098
2244,Ñuñoa,Casa Con Giro Comercial. Gran Terreno,14900.0,562.0,270.0,5,8,30,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1709278623-casa-con-giro-comercial-gran-terreno-_JM,casa,55.18518518518518,-33.4733903,-70.6081606,5.236190383755744
2245,Ñuñoa,Oportunidad De Comprar Casa Esquina Habitacional Comercial,4970.0,130.0,110.0,1,3,10,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3038334268-oportunidad-de-comprar-casa-esquina-habitacional-comercial-_JM,casa,45.18181818181818,-33.4717774,-70.6238813,4.173572090947528
2247,Ñuñoa,"Atención Inversionistas, Se Vende Gran Casa, Ñuñoa",10500.0,372.0,240.0,4,7,22,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1645729903-atencion-inversionistas-se-vende-gran-casa-nunoa-_JM,casa,43.75,-33.456658,-70.6213946,3.087740160926836
2249,Ñuñoa,Amplios Espacios Y A Pasos De Irarrazaval!!!,15900.0,312.0,235.0,3,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1696744729-amplios-espacios-y-a-pasos-de-irarrazaval-_JM,casa,67.65957446808511,-33.4607324,-70.6034429,4.738688745968437
2250,Ñuñoa,Oportunidad Venta - Gran Casa - Barrio Suárez Mujica - Ñuñoa,12500.0,503.0,271.0,4,7,79,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2904864672-oportunidad-venta-gran-casa-barrio-suarez-mujica-nunoa-_JM,casa,46.12546125461255,-33.460481,-70.6128285,3.981831976348404
2251,Ñuñoa,Un Casa Con Gran Potencial,12950.0,455.0,141.0,3,5,60,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1657810801-un-casa-con-gran-potencial-_JM,casa,91.84397163120568,-33.4563876,-70.6170976,3.401020020705245
2252,Ñuñoa,"Bella Luis Bisquert/ Cercano Metro Estadio Nacional,piscina",8447.0,204.0,100.0,2,4,20,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3090236000-bella-luis-bisquert-cercano-metro-estadio-nacionalpiscina-_JM,casa,84.47,-33.4652891,-70.604092,4.952587556708019
2253,Ñuñoa,Amplia Casa 4 Dorm. 3 Baños 235 De Terreno,9980.0,235.0,165.0,3,4,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1703428853-amplia-casa-4-dorm-3-banos-235-de-terreno-_JM,casa,60.48484848484848,-33.4667402,-70.5994295,5.401978922114605
2254,Ñuñoa,"Casas, Estucadores 1427 Ñuñoa",2400.0,136.0,64.0,1,3,50,1,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3193566614-casas-estucadores-1427-nunoa-_JM,casa,37.5,-33.4693496,-70.6161888,4.396063393274982
2257,Ñuñoa,"Vende Casa Habitación Con Gran Terreno 372m2, Ñuñoa",9990.0,372.0,240.0,4,7,22,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2897497444-vende-casa-habitacion-con-gran-terreno-372m2-nunoa-_JM,casa,41.625,-33.456658,-70.6213946,3.087740160926836
2258,Cerrillos,Venta Departamento! Vista Despejada  (78317),2545.0,67.81,63.11,2,3,11,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1697575919-venta-departamento-vista-despejada-78317-_JM,departamento,40.32641419743305,-33.5020072,-70.7065657,8.74879500122882
2259,Cerrillos,Venta Depto 2dormitorios 2baños 1box 1bod Cerrillos,2600.0,63.0,63.0,2,2,8,1,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-2902765594-venta-depto-2dormitorios-2banos-1box-1bod-cerrillos-_JM,departamento,41.26984126984127,-33.4940232,-70.6998408,7.665780825373869
2261,Cerrillos,Hermoso Dpto | Oportunidad | Excelente Ubicación | Cerrillos,2990.0,60.53,56.72,2,2,1,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1695548193-hermoso-dpto-oportunidad-excelente-ubicacion-cerrillos-_JM,departamento,52.71509167842032,-33.4836635,-70.6946562,6.475248477543792
2263,Cerrillos,Oportunidad!! Cesión De Promesa De Depto 1d1b En Edificio Ma,2645.0,32.14,30.1,1,1,1,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3141408812-oportunidad-cesion-de-promesa-de-depto-1d1b-en-edificio-ma-_JM,departamento,87.87375415282392,-33.4822613,-70.6911279,6.142675009445799
2264,Cerrillos,Departamento Avenida Américo Vespucio Id: 74042,1900.0,42.0,42.0,1,2,15,1,False,True,False,False,True,True,True,https://portalinmobiliario.com/MLC-2942251776-departamento-avenida-americo-vespucio-id-74042-_JM,departamento,45.23809523809524,-33.504002,-70.735813,10.787504499609318
2265,Cerrillos,Departamento En Venta De 3 Dorm. En Cerrillos,3955.0,94.0,94.0,2,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1695515457-departamento-en-venta-de-3-dorm-en-cerrillos-_JM,departamento,42.07446808510638,-33.4880807,-70.7201156,8.535156586778847
2266,Cerrillos,"Amplio Y Elegante Dpto, Sector Residencial, Av. G. Velasquez",4500.0,97.0,84.02,2,3,3,1,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3221734872-amplio-y-elegante-dpto-sector-residencial-av-g-velasquez-_JM,departamento,53.55867650559391,-33.4878118,-70.7164868,8.255524236258092
2267,Cerrillos,Departamento De 3 Dormitorio Y Gran Tamaño,2700.0,72.0,67.0,2,3,22,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3100856572-departamento-de-3-dormitorio-y-gran-tamano-_JM,departamento,40.298507462686565,-33.5151503,-70.7093741,10.082096542733892
2268,Cerrillos,"En Venta Depto 2d 2b 2e - Plaza Oeste X, Cerrillos",3390.0,89.0,78.0,2,2,7,2,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1714660055-en-venta-depto-2d-2b-2e-plaza-oeste-x-cerrillos-_JM,departamento,43.46153846153846,-33.5054563,-70.7057682,9.009081220050478
2269,Cerrillos,Departamento En Venta De 3 Dorm. En Cerrillos,5000.0,89.0,89.0,2,3,7,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1694594699-departamento-en-venta-de-3-dorm-en-cerrillos-_JM,departamento,56.17977528089887,-33.5084516,-70.7084657,9.425574965891355
2271,Cerrillos,Departamento Avenida Los Libertadores Id: 147070,3200.0,68.0,63.0,2,3,0,1,False,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1664122621-departamento-avenida-los-libertadores-id-147070-_JM,departamento,50.79365079365079,-33.5020072,-70.7065657,8.74879500122882
2273,Cerrillos,Departamento Avenida Buzeta Id: 160531,2450.0,31.0,28.0,1,1,0,0,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208451530-departamento-avenida-buzeta-id-160531-_JM,departamento,87.5,-33.4825588,-70.6940827,6.348317524543009
2276,Cerrillos,Oportunidad | Dpto En Cerrillos | 2d2b | Excelente Ubicación,3230.0,60.53,56.72,2,2,0,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1697465847-oportunidad-dpto-en-cerrillos-2d2b-excelente-ubicacion-_JM,departamento,56.946403385049365,-33.4836635,-70.6946562,6.475248477543792
2277,Cerrillos,Departamento Avenida Los Libertadores Id: 102014,3150.0,72.0,67.0,2,3,4,1,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2905504828-departamento-avenida-los-libertadores-id-102014-_JM,departamento,47.014925373134325,-33.5020072,-70.7065657,8.74879500122882
2278,Cerrillos,Departamento Avenida Buzeta Id: 155294,2300.0,36.0,34.0,1,1,1,0,False,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1687007409-departamento-avenida-buzeta-id-155294-_JM,departamento,67.6470588235294,-33.4825588,-70.6940827,6.348317524543009
2279,Cerrillos,Departamento De 3 Dormitorios En Condominio Vista Cóndores,2228.0,58.6,61.7,1,3,0,1,False,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3174001862-departamento-de-3-dormitorios-en-condominio-vista-condores-_JM,departamento,36.11021069692058,-33.5020072,-70.7065657,8.74879500122882
2280,Cerrillos,Venta De Departamento En Condominio Comuna Cerrillos 2d 2b,2850.0,52.0,55.0,2,2,7,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2994676012-venta-de-departamento-en-condominio-comuna-cerrillos-2d-2b-_JM,departamento,51.81818181818182,-33.4901853,-70.7222334,8.83482258728887
2281,Cerrillos,Hermoso Departamento 2d 1b Cocina Independiente Y Logia,2450.0,55.0,53.0,1,2,7,0,True,True,False,True,True,False,False,https://portalinmobiliario.com/MLC-1717821949-hermoso-departamento-2d-1b-cocina-independiente-y-logia-_JM,departamento,46.22641509433962,-33.5020072,-70.7065657,8.74879500122882
2282,Cerrillos,Depto Con 2 Estacionamiento Edificio Condor 1,2200.0,33.0,33.0,1,1,7,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-3173890250-depto-con-2-estacionamiento-edificio-condor-1-_JM,departamento,66.66666666666667,-33.4869595,-70.7246269,8.791818412941591
2283,Cerrillos,Venta Departamento Estudio Cerrillos,2637.0,31.64,27.69,1,0,0,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3179448356-venta-departamento-estudio-cerrillos-_JM,departamento,95.2329360780065,-33.4836635,-70.6946562,6.475248477543792
2284,Cerrillos,Venta Departamento 2 Dormitorios Cerrillos,3145.0,49.72,46.52,1,2,0,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3179487176-venta-departamento-2-dormitorios-cerrillos-_JM,departamento,67.60533104041272,-33.4836635,-70.6946562,6.475248477543792
2285,Cerrillos,Venta Departamento 2 Dormitorios Cerrillos,3126.0,58.37,52.11,2,2,0,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3179422364-venta-departamento-2-dormitorios-cerrillos-_JM,departamento,59.98848589522165,-33.4836635,-70.6946562,6.475248477543792
2286,Cerrillos,Venta Departamento 1 Dormitorio Cerrillos,2744.0,36.96,33.45,1,1,0,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3179487174-venta-departamento-1-dormitorio-cerrillos-_JM,departamento,82.03288490284005,-33.4836635,-70.6946562,6.475248477543792
2287,Cerrillos,"Deptos. Nuevos A Pasos Del Metro Cerrillos, Con Bono Pie",2940.0,27.69,27.69,1,0,0,0,True,True,False,False,True,True,True,https://portalinmobiliario.com/MLC-3002622280-deptos-nuevos-a-pasos-del-metro-cerrillos-con-bono-pie-_JM,departamento,106.17551462621884,-33.4849375,-70.688225,6.207409298040905
2288,Cerrillos,Cesión De Promesa- Departamento 2d+1b Nodo Buzeta-cerrillos,400.0,49.0,45.0,1,2,0,0,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3230557116-cesion-de-promesa-departamento-2d1b-nodo-buzeta-cerrillos-_JM,departamento,8.88888888888889,-33.482517,-70.6892708,6.05448487689636
2289,Cerrillos,Dpto 3d+1b+e Las Terrazas De Cerrillos,1850.0,59.0,59.0,1,3,20,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-2877127444-dpto-3d1be-las-terrazas-de-cerrillos-_JM,departamento,31.35593220338983,-33.4938918,-70.7194088,8.903567429831998
2290,Cerrillos,Departamento Ciudad Buzeta,2300.0,36.0,31.0,1,1,1,0,False,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3190913310-departamento-ciudad-buzeta-_JM,departamento,74.19354838709677,-33.4813486,-70.6934366,6.20847953284051
2291,Cerrillos,"Depto Cerrillos, Via Azul 938",1760.0,57.0,57.0,1,3,0,1,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1694567401-depto-cerrillos-via-azul-938-_JM,departamento,30.87719298245614,-33.4947202,-70.7193278,8.960037259628391
2292,Cerrillos,Cesión De Promesa De Compraventa Departamento Nuevo,2424.0,36.4,36.4,1,1,0,1,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720959707-cesion-de-promesa-de-compraventa-departamento-nuevo-_JM,departamento,66.5934065934066,-33.4825588,-70.6940827,6.348317524543009
2293,Cerro Navia,Increible Precio Depto Frente Parque La Hondonada,1520.0,56.3,55.0,1,2,9,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3038360168-increible-precio-depto-frente-parque-la-hondonada-_JM,departamento,27.63636363636364,-33.4250466,-70.7550054,10.05332218672287
2294,Cerro Navia,Neptuno Quinta Normal  (108138),1960.0,68.0,68.0,0,3,50,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3169387762-neptuno-quinta-normal-108138-_JM,departamento,28.823529411764707,-33.4151343,-70.715892,6.872458206219875
2295,Cerro Navia,Vendo 3 Dorm / 1 Baño / Terraza Pudahuel (63881),1653.0,54.0,52.0,1,3,6,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3179519100-vendo-3-dorm-1-bano-terraza-pudahuel-63881-_JM,departamento,31.78846153846154,-33.4231125,-70.7771886,12.119621402528429
2296,Cerro Navia,Se Vende Comodo Departamento (109126),1650.0,47.0,47.0,1,2,54,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3179427710-se-vende-comodo-departamento-109126-_JM,departamento,35.1063829787234,-33.4165155,-70.736318,8.591022116096337
2298,Cerro Navia,Departamento En Venta De 3 Dorm. En Santiago,2500.0,65.0,65.0,2,3,0,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-2902709826-departamento-en-venta-de-3-dorm-en-santiago-_JM,departamento,38.46153846153846,-33.4278918,-70.7445077,9.041009472682664
2300,Cerro Navia,Se Vende Dpto Condominio Rio Viejo Ii (104420),1910.0,52.0,50.0,1,3,6,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3192980368-se-vende-dpto-condominio-rio-viejo-ii-104420-_JM,departamento,38.2,-33.4295572,-70.7244286,7.171835998912387
2301,Cerro Navia,Edificio Av. José Joaquín Pérez Vista Sur Piso 3,2200.0,55.0,52.0,1,2,0,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1710252147-edificio-av-jose-joaquin-perez-vista-sur-piso-3-_JM,departamento,42.30769230769231,-33.4295572,-70.7244286,7.171835998912387
2303,Colina,Departamentos Duplex Más Rooftop- A Estrenar!- Chicureo,11304.0,154.0,111.0,2,3,1,2,True,True,True,False,True,True,False,https://portalinmobiliario.com/MLC-3167797686-departamentos-duplex-mas-rooftop-a-estrenar-chicureo-_JM,departamento,101.83783783783784,-33.2807926,-70.6367356,17.757243832196046
2304,Colina,"Depto. En Venta De 3 Dorm, 3 Baños En Piedra Roja - Chicureo",13656.0,158.0,127.0,3,3,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1655261509-depto-en-venta-de-3-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,107.5275590551181,-33.2811987,-70.6377808,17.706598799830886
2305,Colina,"Depto. En Venta De 2 Dorm, 2 Baños En Piedra Roja - Chicureo",10860.0,130.0,99.0,2,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2995519198-depto-en-venta-de-2-dorm-2-banos-en-piedra-roja-chicureo-_JM,departamento,109.6969696969697,-33.2811987,-70.6377808,17.706598799830886
2306,Colina,"Departamento Loft 3 Dorm., 2 Baños, Chicureo",11000.0,155.0,140.0,2,3,8,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3056290416-departamento-loft-3-dorm-2-banos-chicureo-_JM,departamento,78.57142857142857,-33.3031867,-70.6664989,15.329654039653263
2307,Colina,Departamento Loft En Venta De 3 Dorm. Chicureo Centro,10200.0,140.0,120.0,1,3,8,1,True,True,False,True,True,False,False,https://portalinmobiliario.com/MLC-3121900108-departamento-loft-en-venta-de-3-dorm-chicureo-centro-_JM,departamento,85.0,-33.269648,-70.6568818,18.98165219168352
2308,Colina,Departamento En Venta De 2 Dorm. En Colina,8700.0,102.0,80.0,2,2,1,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1627587685-departamento-en-venta-de-2-dorm-en-colina-_JM,departamento,108.75,-33.3179814,-70.674529,13.808229612999552
2309,Colina,"Depto. En Venta De 3 Dorm, 3 Baños En Piedra Roja - Chicureo",12043.0,165.0,131.0,3,3,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2976030722-depto-en-venta-de-3-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,91.93129770992368,-33.2811987,-70.6377808,17.706598799830886
2310,Colina,"Depto. En Venta De 2 Dorm, 3 Baños En Piedra Roja - Chicureo",13871.0,200.0,96.0,3,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2995529912-depto-en-venta-de-2-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,144.48958333333334,-33.2811987,-70.6377808,17.706598799830886
2311,Colina,"Depto. En Venta De 2 Dorm, 3 Baños En Piedra Roja - Chicureo",13871.0,200.0,96.0,3,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2978917296-depto-en-venta-de-2-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,144.48958333333334,-33.2811987,-70.6377808,17.706598799830886
2312,Colina,"Depto. En Venta De 2 Dorm., 2 Baños En Chamisero - Chicureo",9200.0,106.0,78.0,2,2,1,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2919289630-depto-en-venta-de-2-dorm-2-banos-en-chamisero-chicureo-_JM,departamento,117.94871794871794,-33.3179814,-70.674529,13.808229612999552
2313,Colina,"Depto. En Venta De 3 Dorm, 3 Baños En Piedra Roja - Chicureo",13011.0,158.0,127.0,3,3,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2978469146-depto-en-venta-de-3-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,102.4488188976378,-33.2811987,-70.6377808,17.706598799830886
2314,Colina,"Depto. En Venta De 2 Dorm., 2 Baños En Chamisero - Chicureo",8990.0,102.0,80.0,2,2,1,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1687904639-depto-en-venta-de-2-dorm-2-banos-en-chamisero-chicureo-_JM,departamento,112.375,-33.3179814,-70.674529,13.808229612999552
2316,Colina,"Depto. En Venta De 2 Dorm, 2 Baños En Piedra Roja - Chicureo",10860.0,130.0,99.0,2,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1655287407-depto-en-venta-de-2-dorm-2-banos-en-piedra-roja-chicureo-_JM,departamento,109.6969696969697,-33.2811987,-70.6377808,17.706598799830886
2317,Colina,"Depto. En Venta De 3 Dorm., 3 Baños En Chamisero - Chicureo",9354.0,162.0,117.0,3,3,1,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3115020228-depto-en-venta-de-3-dorm-3-banos-en-chamisero-chicureo-_JM,departamento,79.94871794871794,-33.3179814,-70.674529,13.808229612999552
2318,Colina,"Duplex De 3 Dormitorios, Vista Despejada",8600.0,140.0,120.0,2,3,5,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1711642727-duplex-de-3-dormitorios-vista-despejada-_JM,departamento,71.66666666666667,-33.307549,-70.674331,14.948372633445018
2319,Colina,"Depto. En Venta De 3 Dorm, 3 Baños En Piedra Roja - Chicureo",11935.0,158.0,127.0,3,3,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1721491957-depto-en-venta-de-3-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,93.97637795275593,-33.2811987,-70.6377808,17.706598799830886
2320,Colina,"Depto. En Venta De 2 Dorm, 3 Baños En Piedra Roja - Chicureo",13871.0,200.0,96.0,3,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2995519206-depto-en-venta-de-2-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,144.48958333333334,-33.2811987,-70.6377808,17.706598799830886
2321,Colina,"Depto. En Venta De 3 Dorm, 3 Baños En Piedra Roja - Chicureo",13656.0,165.0,131.0,3,3,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2983344880-depto-en-venta-de-3-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,104.2442748091603,-33.2811987,-70.6377808,17.706598799830886
2322,Colina,"Depto. En Venta De 2 Dorm, 2 Baños En Piedra Roja - Chicureo",10323.0,130.0,99.0,2,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1721673267-depto-en-venta-de-2-dorm-2-banos-en-piedra-roja-chicureo-_JM,departamento,104.27272727272728,-33.2811987,-70.6377808,17.706598799830886
2323,Colina,"Depto. En Venta De 2 Dorm, 3 Baños En Piedra Roja - Chicureo",11398.0,121.0,96.0,3,2,18,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1706984993-depto-en-venta-de-2-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,118.72916666666669,-33.2811987,-70.6377808,17.706598799830886
2324,Colina,"Depto. En Venta De 2 Dorm, 3 Baños En Piedra Roja - Chicureo",10215.0,121.0,96.0,3,2,2,0,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1707061805-depto-en-venta-de-2-dorm-3-banos-en-piedra-roja-chicureo-_JM,departamento,106.40625,-33.2811987,-70.6377808,17.706598799830886
