comuna,titulo,precio_uf,m2_totales,m2_construidos,banos,dormitorios,antiguedad_anos,estacionamientos,jardin,piscina,quincho,condominio_cerrado,educacion,comercios,salud,url,tipo_vivienda,direccion
Cerrillos,Hermosa Casa Individual Con Quincho,4500.0,144.0,85.0,3,3,17,3,True,False,True,True,True,True,False,https://portalinmobiliario.com/MLC-3201504114-hermosa-casa-individual-con-quincho-_JM,casa,"Aeropuerto Pichoy 3104, Cerrillos, Plaza Oeste, Cerrillos, RM (Metropolitana)"
Cerrillos,Casa En Venta De 4 Dorm. En Cerrillos,3300.0,160.0,85.0,2,4,44,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3060935000-casa-en-venta-de-4-dorm-en-cerrillos-_JM,casa,"Don Orione Con Ongolmo, Cerrillos, El Mirador, Cerrillos, RM (Metropolitana)"
Cerrillos,Casa Remodelada Completa Y Reciente,5700.0,250.0,150.0,3,6,1,3,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1722986269-casa-remodelada-completa-y-reciente-_JM,casa,"Pje. Uno 654, Cerrillos, El Mirador, Cerrillos, RM (Metropolitana)"
Cerro Navia,Casa 3d 1b Estacionamiento Cercana Futura Estación Metro,2900.0,171.0,86.0,1,3,49,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3206809576-casa-3d-1b-estacionamiento-cercana-futura-estacion-metro-_JM,casa,"El Puma, 1576, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Casa Grande Y Espaciosa - Nuevo Horizonte,2200.0,192.0,130.0,0,3,0,0,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-3192889014-casa-grande-y-espaciosa-nuevo-horizonte-_JM,casa,"Sinai 1647, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Casa En Venta / Cerro Navia,2300.0,160.0,70.0,1,3,45,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3106206786-casa-en-venta-cerro-navia-_JM,casa,"Av. Teniente Cruz / Dubroknik, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Casa 3d1b Estacionamiento En Teniente Cruz,3600.0,160.0,96.0,1,3,59,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1726225111-casa-3d1b-estacionamiento-en-teniente-cruz-_JM,casa,"Avenida Teniente Cruz, 1456, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Gran Oportunidad Para Inversionista,2500.0,175.0,175.0,1,4,45,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720885833-gran-oportunidad-para-inversionista-_JM,casa,"Avenida Teniente Cruz, 1305, Cerro Navia, RM (Metropolitana)"
Cerro Navia,"Venta Casa 2hab 1ba Luis Lazzarini, 7600",2500.0,178.0,136.0,1,2,25,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1717441981-venta-casa-2hab-1ba-luis-lazzarini-7600-_JM,casa,"Luis Lazzarini, 7600, Cerro Navia, RM (Metropolitana)"
Cerro Navia,"Casa Ampliada Y Regularizada Con Depto Interior, Cerro Navia",2548.0,160.0,160.0,2,3,50,1,False,False,False,False,True,False,False,https://portalinmobiliario.com/MLC-1653161305-casa-ampliada-y-regularizada-con-depto-interior-cerro-navia-_JM,casa,"Los Placeres, Cerro Navia, Cerro Navia, RM (Metropolitana)"
Cerro Navia,"Casa-local En Venta, Prox. A Nueva Línea 7 Metro Cerro Navia",2650.0,180.0,106.0,2,2,38,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3241389436-casa-local-en-venta-prox-a-nueva-linea-7-metro-cerro-navia-_JM,casa,"Sargento Candelaria 8700, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Rebajada !!! Casa Esquina 438 Mts Terreno 160 Const 4d/2b,4700.0,438.0,167.0,2,5,52,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3000508264-rebajada-casa-esquina-438-mts-terreno-160-const-4d2b-_JM,casa,"Ramon Angel Jara 170000, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Propiedad Rebajada  Casa En Venta,2560.0,162.0,92.0,2,3,44,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3217972978-propiedad-rebajada-casa-en-venta-_JM,casa,"Valdenegro, 70000, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Casa En Venta De 5 Dorm. En Cerro Navia,5300.0,198.0,257.0,4,5,57,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1672919455-casa-en-venta-de-5-dorm-en-cerro-navia-_JM,casa,"Jose Joaquin Perez/av Las Torres, Cerro Navia, RM (Metropolitana)"
Cerro Navia,"Propiedad Excelente Estado, Cerca A Linea  7 Metro C. Navia",2539.0,162.0,107.0,2,5,45,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1724608351-propiedad-excelente-estado-cerca-a-linea-7-metro-c-navia-_JM,casa,"Salvador Gutiérrez, 8151, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Venta Casa Cerro Navia Próximo Línea 7 Del Metro,1695.0,106.0,106.0,1,4,0,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3071812914-venta-casa-cerro-navia-proximo-linea-7-del-metro-_JM,casa,"Mar De Chile / Los Piqueros, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Venta Casa Cerro Navia 4 Dormitorios 2 Baños,5330.0,260.0,100.0,1,4,45,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3072045700-venta-casa-cerro-navia-4-dormitorios-2-banos-_JM,casa,"La Capilla / Rolando Petersen, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Casa En Venta En Algarrobo,9000.0,400.0,138.0,2,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1722843741-casa-en-venta-en-algarrobo-_JM,casa,"Casa En Venta En Algarrobo, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Excelente Casa Con Potencial,2490.0,162.0,162.0,1,4,16,1,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1711051143-excelente-casa-con-potencial-_JM,casa,"V Parra, 0, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Amplia Casa De Esquina A 2 Cuadras De Futura Linea 7,2430.0,140.0,120.0,1,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3138571928-amplia-casa-de-esquina-a-2-cuadras-de-futura-linea-7-_JM,casa,"Sargento Candelaria 7500, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Casa 225 M2 - Av. José J Pérez/ J. Washington - Cerro Navia,2650.0,225.0,110.0,1,4,0,0,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-1709323011-casa-225-m2-av-jose-j-perez-j-washington-cerro-navia-_JM,casa,"Henry Wallace 7218, Santiago, Cerro Navia, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Oportunidad Casa En Cerro Navia 2 Casas En 1! 250mts2.,3200.0,250.0,250.0,2,4,40,3,False,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-2892585538-oportunidad-casa-en-cerro-navia-2-casas-en-1-250mts2-_JM,casa,"Miguel De Cervantes 6358, Cerro Navia, Cerro Navia, RM (Metropolitana)"
Cerro Navia,Se Vende Casa 3 En 1,3800.0,210.0,103.0,2,3,40,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3203770534-se-vende-casa-3-en-1-_JM,casa,"Gumercindo Vargas 1183, Santiago, Cerro Navia, Cerro Navia, RM (Metropolitana)"
Colina,"Casa En Venta En Chicureo, Piedra Roja",15900.0,537.0,236.0,4,4,9,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1703121501-casa-en-venta-en-chicureo-piedra-roja-_JM,casa,"Chicureo / Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta De 4 Dorm. En Piedra Roja.,14500.0,700.0,189.0,4,4,15,2,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-2995529796-casa-en-venta-de-4-dorm-en-piedra-roja-_JM,casa,"Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta De 5 Dorm. En Chamisero,18400.0,1013.0,260.0,5,5,11,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1641589711-casa-en-venta-de-5-dorm-en-chamisero-_JM,casa,"Chamisero, Chicureo, Colina, RM (Metropolitana)"
Colina,"Casa En Venta En Colina, Chicureo, Piedra Roja",21900.0,937.0,258.0,4,4,21,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1616261201-casa-en-venta-en-colina-chicureo-piedra-roja-_JM,casa,"Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta De 4 Dorm. En Colina,15913.0,640.39,250.0,4,4,12,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2846729102-casa-en-venta-de-4-dorm-en-colina-_JM,casa,"Chicureo/piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,"Casa En Venta En Chicureo, Piedra Roja",15800.0,505.0,222.0,4,4,6,4,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1466907417-casa-en-venta-en-chicureo-piedra-roja-_JM,casa,"Chicureo / Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Espectacular Casa En Venta De 4 Dorm. En Chicureo,18900.0,600.0,250.0,4,4,12,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1613620433-espectacular-casa-en-venta-de-4-dorm-en-chicureo-_JM,casa,"Chicureo / Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,"Casa En Venta De 4 Dorm Chamisero, Chicureo",13900.0,572.0,270.0,4,4,19,6,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1572332083-casa-en-venta-de-4-dorm-chamisero-chicureo-_JM,casa,"Chamisero, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Colina / Región Metropolitana.,7319.0,247.0,121.0,3,4,0,0,False,False,False,True,True,False,False,https://www.portalinmobiliario.com/MLC-3014089912-casa-en-colina-region-metropolitana-_JM,casa,"Avenida Del Valle 10730, Condominio Los Abedules, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta De 5 Dorm. En Piedra Roja Chicureo,22500.0,996.37,325.0,4,5,16,5,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-2903313866-casa-en-venta-de-5-dorm-en-piedra-roja-chicureo-_JM,casa,"Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,"Casa En Venta En Chicureo, Piedra Roja",16100.0,600.0,220.0,3,3,8,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1591743015-casa-en-venta-en-chicureo-piedra-roja-_JM,casa,"Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta En Colina,19500.0,853.0,350.0,4,4,10,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3056213536-casa-en-venta-en-colina-_JM,casa,"Chicureo - La Reserva, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta De 4 Dorm. En Colina,14900.0,500.0,246.0,4,4,2,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1590938809-casa-en-venta-de-4-dorm-en-colina-_JM,casa,"Chicureo - Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,"Casa En Venta De 3 Dorm. En Piedra Roja, Chicureo",15900.0,500.0,180.0,3,3,0,6,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1662053597-casa-en-venta-de-3-dorm-en-piedra-roja-chicureo-_JM,casa,"Chicureo/piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Linda Casa En Venta Condominio Chamisero,10990.0,600.0,220.0,4,4,17,4,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2898737160-linda-casa-en-venta-condominio-chamisero-_JM,casa,"Av. Chamisero - Camino Del Solar, Chicureo, Colina, RM (Metropolitana)"
Colina,"Casa En Venta De 4 Dorm. En Chicureo, Piedra Roja",17000.0,587.83,205.0,4,4,20,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2917234662-casa-en-venta-de-4-dorm-en-chicureo-piedra-roja-_JM,casa,"Chicureo / Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
Colina,Casa En Venta De 4 Dorm. En Colina,15500.0,500.0,173.0,3,4,4,2,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-1698629491-casa-en-venta-de-4-dorm-en-colina-_JM,casa,"Chicureo - Piedra Roja, Chicureo, Colina, RM (Metropolitana)"
