comuna,titulo,precio_uf,m2_totales,m2_construidos,banos,dormitorios,antiguedad_anos,estacionamientos,jardin,piscina,quincho,condominio_cerrado,educacion,comercios,salud,url,tipo_vivienda,direccion
La Florida,"Casa Estilo Mediterráneo 3d 2b 1est, La Florida",4600.0,98.0,76.48,2,3,10,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1620774391-casa-estilo-mediterraneo-3d-2b-1est-la-florida-_JM,casa,"Casa Estilo Mediterráneo 3d 2b 1est, La Florida, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,Casa En Venta En La Florida Con Cochera,5000.0,180.0,165.0,3,4,0,1,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1725643003-casa-en-venta-en-la-florida-con-cochera-_JM,casa,"Azahares 8620, La Florida, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,"Casa 3 Dormitorios, 2b, 2est Y Mansarda",6600.0,217.0,130.0,2,4,28,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720834791-casa-3-dormitorios-2b-2est-y-mansarda-_JM,casa,"San Basilio, 3319, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,Casa En La Florida: Espaciosa Y Bien Ubicada // Cs,5700.0,200.0,200.0,3,3,20,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1709388111-casa-en-la-florida-espaciosa-y-bien-ubicada-cs-_JM,casa,"Jardin Alto//antofagasta, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,"4 Dorm, 4 Baños, Piscina, 4 A/c Estacionam (72114)",7630.0,225.0,133.0,4,4,20,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1722891455-4-dorm-4-banos-piscina-4-ac-estacionam-72114-_JM,casa,"Araucaria 8404, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,"Casa Familiar, La Florida Alto (89861)",5540.0,174.0,98.0,3,3,18,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3195938976-casa-familiar-la-florida-alto-89861-_JM,casa,"Santa Inés 1, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,Town House 3d 2b 2e Excelente Estado. Barrio Tranquilo,5700.0,110.0,82.0,2,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3193078870-town-house-3d-2b-2e-excelente-estado-barrio-tranquilo-_JM,casa,"Orompello / Palena, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,"Casa Rebajada,3d, 2b, Sector Residencial (63504)",5200.0,107.0,80.0,2,3,12,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3086129812-casa-rebajada3d-2b-sector-residencial-63504-_JM,casa,"Lientur 7200 - 7500, La Florida, Chile, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,Hermosa Y Amplia Casa - La Florida,7695.0,223.0,140.0,3,4,19,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1692739895-hermosa-y-amplia-casa-la-florida-_JM,casa,"Santa Ema, 1 - 300, La Florida Alto, La Florida, RM (Metropolitana)"
La Florida,"Casa 3d-3b En Venta Sector Jardin Alto, En Condominio",6460.0,200.0,94.0,3,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3141363456-casa-3d-3b-en-venta-sector-jardin-alto-en-condominio-_JM,casa,"Del Parque Sur 3421, La Florida, Chile, La Florida Alto, La Florida, RM (Metropolitana)"
La Granja,"Venta De Casa En Av Lo Ovalle, La Granja",3050.0,200.0,87.0,3,4,0,1,True,False,False,False,True,True,False,https://portalinmobiliario.com/MLC-2928505190-venta-de-casa-en-av-lo-ovalle-la-granja-_JM,casa,"Avenida Lo Ovalle  0193, Parque Brasil, La Granja, RM (Metropolitana)"
La Granja,Casa De Uso Comercial Y Residencial,3390.0,232.0,105.0,2,3,42,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1665944175-casa-de-uso-comercial-y-residencial-_JM,casa,"Pasaje 7, 9900 - 10200, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,"Atencion Inversionistas, Amplio Terreno Comuna La Granja",5060.0,69.0,69.0,1,2,23,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3215513982-atencion-inversionistas-amplio-terreno-comuna-la-granja-_JM,casa,"Parral, 7789, Parque Brasil, La Granja, RM (Metropolitana)"
La Granja,Amplia Casa En Venta De 5d-2b Con Gran Terreno En La Granja,2600.0,164.0,123.0,2,5,30,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2908914054-amplia-casa-en-venta-de-5d-2b-con-gran-terreno-en-la-granja-_JM,casa,"Calle Vicente Salinas, La Granja, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Espectacular Casa En Lomas De La Dehesa,34800.0,1026.0,430.0,4,5,17,5,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1689701363-espectacular-casa-en-lomas-de-la-dehesa-_JM,casa,"Lomas De La Dehesa, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Casa En Venta En Villa Brasil Con Patio Y Bodega,2700.0,160.0,90.0,1,3,50,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3193505404-casa-en-venta-en-villa-brasil-con-patio-y-bodega-_JM,casa,"Dieciséis Oriente, La Granja, Chile, Parque Brasil, La Granja, RM (Metropolitana)"
La Granja,Casa En Venta La Granja,2820.0,280.0,280.0,1,3,61,5,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-3014651070-casa-en-venta-la-granja-_JM,casa,"5 Norte, 0, San Gregorio, La Granja, RM (Metropolitana)"
La Granja,"Propiedad En Venta Ideal Para Negocio, La Granja",2298.0,280.0,120.0,1,2,40,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720976657-propiedad-en-venta-ideal-para-negocio-la-granja-_JM,casa,"Manio, 6622, Parque Brasil, La Granja, RM (Metropolitana)"
La Granja,Casa Con Amplio Terreno En La Granja,12990.0,75.0,80.0,1,2,65,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3205909118-casa-con-amplio-terreno-en-la-granja-_JM,casa,"Avenida Cardenal Raúl Silva Henríquez, 7666, Parque Brasil, La Granja, RM (Metropolitana)"
La Granja,"Acogedora Casa En La Granja, Ideal Para La Familia",1680.0,42.0,42.0,1,3,40,1,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1688075961-acogedora-casa-en-la-granja-ideal-para-la-familia-_JM,casa,"Rio Tinguiririca 900 - 1200, 900 - 1200, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Hermosa Y Amplia Casa En Venta,4838.0,510.0,168.0,2,3,53,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3079384146-hermosa-y-amplia-casa-en-venta-_JM,casa,"Parral, 7800 - 8100, Parque Brasil, La Granja, RM (Metropolitana)"
La Granja,"Casa En La Granja, Vicuña Mackenna",2268.0,129.0,63.0,1,3,0,1,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3118049630-casa-en-la-granja-vicuna-mackenna-_JM,casa,"Vicuña Mackenna 0699, La Granja, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,"Casa Con Negocio Incluido, Vivir Con Un Ingreso Adicional.",3990.0,150.0,109.0,2,4,27,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720269343-casa-con-negocio-incluido-vivir-con-un-ingreso-adicional-_JM,casa,"Las Verbenas Con Joaquín Edward Bello, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Casa Ideal Para Vivir En Familia.,2990.0,150.0,84.0,1,3,39,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2951251028-casa-ideal-para-vivir-en-familia-_JM,casa,"Las Verbenas Con Joaquín Edward Bello, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Casa Remodelada Venta La Granja Calle Jose Santos Gonzalez V,2300.0,200.0,75.0,1,3,45,0,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3198392696-casa-remodelada-venta-la-granja-calle-jose-santos-gonzalez-v-_JM,casa,"Jose Santos Gonzalez Vera, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Linda Casa En Barrio Suiza - La Granja,2550.0,110.0,76.0,1,2,30,2,True,False,True,False,True,True,True,https://portalinmobiliario.com/MLC-1689106973-linda-casa-en-barrio-suiza-la-granja-_JM,casa,"Lago Leman 10274, La Granja, La Granja Sur, La Granja, RM (Metropolitana)"
La Granja,Venta Casa Con Buena Conectividad Y Prestaciones.,2990.0,85.0,85.0,1,3,40,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3227327950-venta-casa-con-buena-conectividad-y-prestaciones-_JM,casa,"Enrique Nercasseaux, La Granja Sur, La Granja, RM (Metropolitana)"
La Pintana,Venta Casa La Pintana De Dos Pisos,2250.0,240.0,58.0,2,4,24,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3205915824-venta-casa-la-pintana-de-dos-pisos-_JM,casa,"José Donoso, 10930, La Pintana, RM (Metropolitana)"
La Pintana,"Casa De 13d,4b, En Lo Blanco, La Pintana",3445.0,286.0,180.0,4,13,25,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1713222783-casa-de-13d4b-en-lo-blanco-la-pintana-_JM,casa,"Avenida Lo Blanco, La Pintana, RM (Metropolitana)"
La Pintana,Venta Casa Pasaje Cerrado 4 Dormitorios,2300.0,150.0,90.0,1,4,41,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1663796945-venta-casa-pasaje-cerrado-4-dormitorios-_JM,casa,"San Agustin, 10845, La Pintana, RM (Metropolitana)"
La Pintana,Vende Casa En La Pintana,1685.0,130.0,70.0,1,4,35,1,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-1703725485-vende-casa-en-la-pintana-_JM,casa,"Gral. San Martín, LA PINTANA, La Pintana, RM (Metropolitana)"
La Pintana,Casa Habitacional En Excelente,1226.0,62.0,63.0,1,3,0,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3179489740-casa-habitacional-en-excelente-_JM,casa,"San Miguel / La Serena, La Pintana, Chile, La Pintana, RM (Metropolitana)"
La Pintana,Casa En Venta De 3 Dorm. En La Pintana,1867.0,162.0,87.0,1,3,55,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1713145231-casa-en-venta-de-3-dorm-en-la-pintana-_JM,casa,"Tolten, La Pintana, RM (Metropolitana)"
La Pintana,Amplia Casa 3d 1b,2500.0,184.0,56.0,1,3,0,0,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-2995535902-amplia-casa-3d-1b-_JM,casa,"Calle Guanaqueros 12175, La Pintana, RM (Metropolitana)"
La Pintana,Se Vende Casa Grande Comuna La Pintana,2190.0,112.0,63.0,1,3,39,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3217832260-se-vende-casa-grande-comuna-la-pintana-_JM,casa,"San Carlos, 1769, La Pintana, RM (Metropolitana)"
La Pintana,"Se Vende Acogedora Casa 1d 1b, La Pintana",1150.0,65.0,54.0,1,1,34,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1717811885-se-vende-acogedora-casa-1d-1b-la-pintana-_JM,casa,"Burdeos, 10500, La Pintana, RM (Metropolitana)"
La Pintana,Casa En Venta Comuna La Pintana,1659.0,69.0,104.0,1,3,27,0,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1675144999-casa-en-venta-comuna-la-pintana-_JM,casa,"Pj Pio X, 1 - 300, La Pintana, RM (Metropolitana)"
La Pintana,Casa En Venta De 2 Dorm. En La Pintana Antejardin Y Patio,1146.0,60.0,33.0,1,2,37,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3067296536-casa-en-venta-de-2-dorm-en-la-pintana-antejardin-y-patio-_JM,casa,"Pablo Vi Con Las Parcelas, La Pintana, RM (Metropolitana)"
La Pintana,Antonio Machado/avda. Observatorio,3068.0,65.0,56.0,1,2,0,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3173954966-antonio-machadoavda-observatorio-_JM,casa,"Antonio Machado/avda Observatorio, La Pintana, RM (Metropolitana)"
La Pintana,"Venta Casa En L. Pintana, Muy Buen Estado",2950.0,87.0,52.0,2,3,40,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1622736719-venta-casa-en-l-pintana-muy-buen-estado-_JM,casa,"General Arriagada / Sta.rosa, La Pintana, RM (Metropolitana)"
La Pintana,Casa En La Pintana / Condiciones Esp. Financiamiento,1351.0,60.0,68.0,1,3,0,0,True,False,False,False,True,False,False,https://portalinmobiliario.com/MLC-1706995985-casa-en-la-pintana-condiciones-esp-financiamiento-_JM,casa,"Av. Observatorio 2210 , Lt 25, Mz G, La Pintana, RM (Metropolitana)"
La Pintana,"Casa En Venta De 2d,2b,cocina,living Y Comedor Integrado",1650.0,92.0,59.0,2,2,6,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3148252152-casa-en-venta-de-2d2bcocinaliving-y-comedor-integrado-_JM,casa,"Victor Jara Con Pasaje Marichiweu, La Pintana, RM (Metropolitana)"
La Pintana,En Venta Casa De 1 Piso Con 3d - 1b Y Estacionamiento,1800.0,128.0,84.01,1,3,25,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1626132101-en-venta-casa-de-1-piso-con-3d-1b-y-estacionamiento-_JM,casa,"Francisco Bilbao 1831, Santiago, La Pintana, Chile, La Pintana, RM (Metropolitana)"
La Pintana,"Casa En Pasaje, Cercano A Futura Estación De Metro",1600.0,112.5,90.0,1,2,35,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710983957-casa-en-pasaje-cercano-a-futura-estacion-de-metro-_JM,casa,"El Ciruelillo 14084, Santiago, La Pintana, La Pintana, RM (Metropolitana)"
La Pintana,Casa Comercial Grande Esquina.,6230.0,264.0,264.0,2,6,0,4,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-3180476014-casa-comercial-grande-esquina-_JM,casa,"Vicente Llanos  1833, La Pintana, RM (Metropolitana)"
La Reina,Academia De Guerra C_423585,15000.0,577.0,192.0,2,3,0,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1714687757-academia-de-guerra-c423585-_JM,casa,"Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Condominio / Colegio Andree C_423351,14500.0,400.0,160.0,3,5,0,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2867501444-condominio-colegio-andree-c423351-_JM,casa,"Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,"Amplia, Cómoda Y Segura Casa En Condominio, 151/410 M2",16200.0,410.0,151.0,3,4,8,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3208962096-amplia-comoda-y-segura-casa-en-condominio-151410-m2-_JM,casa,"Helsby Entre Nicanor Plaza Y Rebeca Matte, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Exquisito Jardin Condominio Tranquilo Seguro Jose Zapiola,16720.0,709.0,149.0,4,4,22,4,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1721012563-exquisito-jardin-condominio-tranquilo-seguro-jose-zapiola-_JM,casa,"José Zapiola 7800 - 8100, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Casa En Venta En La Reina Alta,17990.0,800.0,240.0,3,3,24,6,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1688515747-casa-en-venta-en-la-reina-alta-_JM,casa,"Colegio Madrigal, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Casa En Venta De 4 Dorm. En La Reina,12900.0,208.0,140.0,3,4,27,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3203922424-casa-en-venta-de-4-dorm-en-la-reina-_JM,casa,"Ossandon, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,"Excelente Ubicacion, Gran Espacio Barrio Seguro.",15700.0,385.0,140.0,4,4,8,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1645709151-excelente-ubicacion-gran-espacio-barrio-seguro-_JM,casa,"Helsby ,, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Venta Casa En Condominio 4hab 3ba La Reina,20330.0,220.0,220.0,3,4,27,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3118010774-venta-casa-en-condominio-4hab-3ba-la-reina-_JM,casa,"Avenida Alcalde Fernando Castillo Velasco, 10400, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Inversion!!!, Real Oportunidad Sector Exclusivo, Ver Video!!",9990.0,250.0,150.0,4,5,45,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3156574198-inversion-real-oportunidad-sector-exclusivo-ver-video-_JM,casa,"Av. Príncipe De Gales 6958, 7850316 La Reina, Región Metropolitana, Chile, Metro Príncipe de Gales - Country Club, La Reina, RM (Metropolitana)"
La Reina,Oprtunidad!! Casa De Un Piso En Jose Zapiola,11000.0,395.0,156.0,2,4,0,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710971475-oprtunidad-casa-de-un-piso-en-jose-zapiola-_JM,casa,"José Zapiola 8711, 7860340 La Reina, Región Metropolitana, Chile, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Venta Casa En Condominio La Reina Entrega Inmediata,7990.0,160.0,130.0,3,4,30,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1670483767-venta-casa-en-condominio-la-reina-entrega-inmediata-_JM,casa,"Av. Alcalde Fernando Castillo Velasco 7930, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Casa En Venta En Principe De Gales,12400.0,473.0,170.0,3,3,60,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1676674467-casa-en-venta-en-principe-de-gales-_JM,casa,"Av. Príncipe De Gales 8200, La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Casa En Venta En Condominio De 4 Dorm. Y Piscina En La Reina,15500.0,369.0,200.0,4,4,18,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1624620285-casa-en-venta-en-condominio-de-4-dorm-y-piscina-en-la-reina-_JM,casa,"The British Royal School. Pintor Pacheco Altamirano Con Alcalde Eduardo Castillo Velasco, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Venta, Casa En La Reina, Límite Providencia Y Las Condes",13600.0,153.0,453.0,3,3,73,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710632535-venta-casa-en-la-reina-limite-providencia-y-las-condes-_JM,casa,"Sánchez Fontecilla/bilbao/eliecer Parada, Troncos Viejos, La Reina, RM (Metropolitana)"
La Reina,Amplia Y Preciosa Casa En Venta En Comuna La Reina...,17900.0,511.0,241.0,5,7,24,4,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1616257357-amplia-y-preciosa-casa-en-venta-en-comuna-la-reina-_JM,casa,"La Reina, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Simon Gonzalez / Carlos Ossandon,12900.0,200.0,170.0,2,4,0,2,True,True,True,True,True,True,True,https://www.portalinmobiliario.com/MLC-1701521833-simon-gonzalez-carlos-ossandon-_JM,casa,"Simon Gonzalez, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Casa En Venta De 5 Dorm. En La Reina,17900.0,768.0,304.0,3,5,56,3,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-3199652272-casa-en-venta-de-5-dorm-en-la-reina-_JM,casa,"Echeñique, Palmas de Mallorca, La Reina, RM (Metropolitana)"
La Reina,"Casa En Venta, Amplio Terreno, La Reina",10900.0,474.0,129.0,2,3,75,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2921766486-casa-en-venta-amplio-terreno-la-reina-_JM,casa,"Francisco de Villagra, La Reina, RM (Metropolitana)"
La Reina,Remodelar /colegios Carmen Teresiano Y Andree English School,12400.0,473.0,170.0,4,3,60,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1633076469-remodelar-colegios-carmen-teresiano-y-andree-english-school-_JM,casa,"Colegio Andree English School / Príncipe De Gales, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Venta Casa 3hab 3ba La Reina,13900.0,428.0,140.0,3,3,8,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1671242157-venta-casa-3hab-3ba-la-reina-_JM,casa,"Valenzuela Puelma, 9915, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Colegio British/reina Alta C_756202,15000.0,269.0,166.0,4,5,0,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2867434610-colegio-britishreina-alta-c756202-_JM,casa,"La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Hermosa Y Amplia Casa En Venta De 4 Dorm. En La Reina,16400.0,362.0,220.0,4,4,15,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2912627608-hermosa-y-amplia-casa-en-venta-de-4-dorm-en-la-reina-_JM,casa,"Maria Monvel,& Carlos Silva Vildosola, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Fachada Continua. Potencial Remodelar. Calle Amado Nervo,8800.0,123.0,125.0,2,3,69,1,False,True,False,False,True,True,True,https://portalinmobiliario.com/MLC-1694472191-fachada-continua-potencial-remodelar-calle-amado-nervo-_JM,casa,"Amado Nervo ,, Metro Simón Bolivar, La Reina, RM (Metropolitana)"
La Reina,"Casa En Venta De 5d, 5b, 2e, La Reina Alta",15400.0,370.0,168.0,5,5,17,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1717047845-casa-en-venta-de-5d-5b-2e-la-reina-alta-_JM,casa,"Alcalde Fernando Castillo Velasco / Julia Bernstein - La Reina Alta, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Casa En Venta En Simón Bolívar 7858 Con Piscina,12990.0,450.0,202.0,4,5,42,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2936969176-casa-en-venta-en-simon-bolivar-7858-con-piscina-_JM,casa,"Av. Simón Bolívar 7858, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Casa En Condominio 5 Dormitorios Nicanor Plaza La Reina,16100.0,300.0,150.0,4,5,0,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3134814384-casa-en-condominio-5-dormitorios-nicanor-plaza-la-reina-_JM,casa,"Nicanor Plaza/carlos Silva Vildósola, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Casa Remodelada 3 Dormitorios La Reina,7950.0,293.0,76.0,1,3,60,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208662444-casa-remodelada-3-dormitorios-la-reina-_JM,casa,"Francisco de Villagra, La Reina, RM (Metropolitana)"
La Reina,Comunidad Castillo Velasco/ Carlos Silva Vildosola,16400.0,300.0,190.0,3,5,0,2,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1680861141-comunidad-castillo-velasco-carlos-silva-vildosola-_JM,casa,"Las Flores 9735, La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Casa Luminosa Con Gran Patio, Piscina Y Quincho",18450.0,600.0,281.0,4,5,57,7,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3185079114-casa-luminosa-con-gran-patio-piscina-y-quincho-_JM,casa,"Carlos Silva Vildósola, 1 - 300, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Remodelada! / Simón Gonzalez - Calatayud,13500.0,375.0,180.0,3,3,0,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1724691679-remodelada-simon-gonzalez-calatayud-_JM,casa,"Remodelada! / Simón Gonzalez - Calatayud, Palmas de Mallorca, La Reina, RM (Metropolitana)"
La Reina,Reina Alta C_423579,18000.0,400.0,201.0,4,4,0,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3181162550-reina-alta-c423579-_JM,casa,"La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Casa En Condominio En Venta De 4 Dorm. En La Reina,13500.0,255.0,140.0,4,4,29,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3022448548-casa-en-condominio-en-venta-de-4-dorm-en-la-reina-_JM,casa,"Echeñique, Plaza Ossandon, Carlos Ossandón, La Reina, RM (Metropolitana)"
La Reina,Espectacular Casa En Venta De 4 Dorm. En La Reina,25600.0,687.0,215.0,5,4,8,6,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-2885423830-espectacular-casa-en-venta-de-4-dorm-en-la-reina-_JM,casa,"Alvaro Casanova / Maria Monvel, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Baja De Precio.! Moderna Casa En Venta En La Reina Alta,18000.0,367.0,167.0,5,5,8,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1714636201-baja-de-precio-moderna-casa-en-venta-en-la-reina-alta-_JM,casa,"Valenzuela Puelma 10167, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Impecable Casa En La Reina,14490.0,545.0,140.0,4,4,31,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3152406904-impecable-casa-en-la-reina-_JM,casa,"La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Casa En Excelente Estado!! Condominio Privado, 3 Dormitorios",19990.0,826.0,223.0,5,3,25,6,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3089241640-casa-en-excelente-estado-condominio-privado-3-dormitorios-_JM,casa,"Carlos Silva Vildósola / Julia Berstein, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Esplendida Casa La Reina Alta Uf 21600,21600.0,902.0,257.0,5,5,30,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3004544796-esplendida-casa-la-reina-alta-uf-21600-_JM,casa,"María Monvel, La Reina, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,La Reina Alta: Exclusiva Casa De 3 Pisos En Condominio,24900.0,625.0,338.0,5,5,17,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3056278570-la-reina-alta-exclusiva-casa-de-3-pisos-en-condominio-_JM,casa,"La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Exclusiva Casa, Completamente Amoblada.",22500.0,501.83,240.0,4,5,9,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1678096977-exclusiva-casa-completamente-amoblada-_JM,casa,"La Reina, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Preciosa, En Condominio! 3d+3b+estar+serv - Onofre Jarpa",15490.0,480.0,140.0,3,3,13,2,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1686867575-preciosa-en-condominio-3d3bestarserv-onofre-jarpa-_JM,casa,"Onofre Jarpa 10500 - 10800, La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,Oportunidad! Linda Y Acogedora Casa En Condominio,13490.0,365.0,184.0,3,4,21,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3023589952-oportunidad-linda-y-acogedora-casa-en-condominio-_JM,casa,"Escritor Benjamín Subercaseaux / María Monvel, 0, La Reina Alta, La Reina, RM (Metropolitana)"
La Reina,"Estupenda Casa En La Reina 900 Mts Terreno, 257 Construidos",21600.0,902.0,257.0,5,5,30,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1665384099-estupenda-casa-en-la-reina-900-mts-terreno-257-construidos-_JM,casa,"María Monvel, La Reina, La Reina Alta, La Reina, RM (Metropolitana)"
