comuna,titulo,precio_uf,m2_totales,m2_construidos,banos,dormitorios,antiguedad_anos,estacionamientos,jardin,piscina,quincho,condominio_cerrado,educacion,comercios,salud,url,tipo_vivienda
Peñalolen,"Maravillosa Y Amplia Casa En Condominio , Peñalolen",18800.0,808.0,223.0,4,5,0,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1709336245-maravillosa-y-amplia-casa-en-condominio-penalolen-_JM,casa
Peñalolen,Casa Ofertable 9d 4b En Peñalolén Alto,15900.0,645.0,247.0,5,9,8,2,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1692789681-casa-ofertable-9d-4b-en-penalolen-alto-_JM,casa
Peñalolen,Casa En Venta En Peñalolén En Condominio,17500.0,625.0,200.0,5,5,13,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1719985973-casa-en-venta-en-penalolen-en-condominio-_JM,casa
Peñalolen,"100% Finc , Townhouse 3 Pisos 184 M2, Las Pircas Peñalolen",8887.0,275.0,184.0,3,3,0,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1705563663-100-finc-townhouse-3-pisos-184-m2-las-pircas-penalolen-_JM,casa
Peñalolen,"Las Pircas, Gran Casa Rebajada",17800.0,1882.0,450.0,3,5,18,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3038361098-las-pircas-gran-casa-rebajada-_JM,casa
Peñalolen,"4d 3b Estar, Servicios, Piscina, Terreno 869 M2 Condominio.",16900.0,869.0,227.0,3,4,20,3,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-1713865911-4d-3b-estar-servicios-piscina-terreno-869-m2-condominio-_JM,casa
Peñalolen,Amplia Casa Con Gran Terreno (124667),18400.0,1010.0,229.0,5,4,13,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1725177977-amplia-casa-con-gran-terreno-124667-_JM,casa
Peñalolen,Casa En Venta En Condominio Las Pircas,17000.0,837.0,198.0,5,5,10,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1719921953-casa-en-venta-en-condominio-las-pircas-_JM,casa
Peñalolen,Casa En Venta En Peñalolén,15990.0,645.0,247.0,5,9,8,6,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1697705043-casa-en-venta-en-penalolen-_JM,casa
Peñalolen,Amplia Casa En Peñalolén: 6h/6b Y 800m² Terreno,16750.0,800.0,200.0,6,6,8,4,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3043199224-amplia-casa-en-penalolen-6h6b-y-800m-terreno-_JM,casa
Peñalolen,Increible Casa En Condominio Camino Las Pircas Peñalolen,12200.0,185.0,120.0,4,4,4,2,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-3221780828-increible-casa-en-condominio-camino-las-pircas-penalolen-_JM,casa
Peñalolen,Casa 6d 4b - 307 M2 - Sector Las Pircas Peñalolén,19900.0,709.0,307.0,4,6,21,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-2858650286-casa-6d-4b-307-m2-sector-las-pircas-penalolen-_JM,casa
Peñalolen,Casa En Venta De 4 Dorm. En Peñalolén,12500.0,205.0,170.0,4,4,4,2,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-1692867303-casa-en-venta-de-4-dorm-en-penalolen-_JM,casa
Peñalolen,Casa En Venta De 4 Dorm. Piscina Y Quincho En Peñalolén,15990.0,763.0,185.0,5,4,25,7,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-1719907459-casa-en-venta-de-4-dorm-piscina-y-quincho-en-penalolen-_JM,casa
Peñalolen,"¡ En Condominio ! Casa En Venta Las Pircas, Peñalolén",10500.0,327.0,127.0,3,3,13,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3052657256--en-condominio-casa-en-venta-las-pircas-penalolen-_JM,casa
Peñalolen,"Espectacular Casa En Venta, Las Pircas 6d 3b",17000.0,744.0,240.0,3,6,15,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1715496971-espectacular-casa-en-venta-las-pircas-6d-3b-_JM,casa
Peñalolen,"Fabulosa Casa En Las Pircas, 6d 6b 5e 1b, Peñalolen",15390.0,785.0,248.0,6,6,10,5,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3239306212-fabulosa-casa-en-las-pircas-6d-6b-5e-1b-penalolen-_JM,casa
Peñalolen,"Casa En Peñalolén: 5d/6b, Vista Espectacular",17500.0,650.0,200.0,6,5,20150,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3125264520-casa-en-penalolen-5d6b-vista-espectacular-_JM,casa
Peñalolen,Condominio Las Pircas,,614.0,228.0,4,5,20,2,True,True,False,True,True,False,True,https://portalinmobiliario.com/MLC-1674783883-condominio-las-pircas-_JM,casa
Peñalolen,Casa En Las Pircas / Condiciones Especiales Financiamiento,9055.0,87.0,184.0,3,3,0,0,False,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1706939783-casa-en-las-pircas-condiciones-especiales-financiamiento-_JM,casa
Peñalolen,"Increíble Casa En Las Pircas, Peñalolén  4 Habitaciones",14450.0,500.0,145.0,4,4,0,2,True,True,False,True,True,False,False,https://portalinmobiliario.com/MLC-1613039955-increible-casa-en-las-pircas-penalolen-4-habitaciones-_JM,casa
Peñalolen,"Las Pircas, Hermosa Casa",18500.0,700.0,199.0,6,6,10,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-2903497932-las-pircas-hermosa-casa-_JM,casa
Peñalolen,"Hermosa Casa En Peñalolén, Condominio Portezuelo",16900.0,785.0,248.0,6,6,8,5,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1697619115-hermosa-casa-en-penalolen-condominio-portezuelo-_JM,casa
Peñalolen,Casa En Venta De 4 Dorm. En Peñalolén,13990.0,568.0,210.0,4,4,9,2,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1720792933-casa-en-venta-de-4-dorm-en-penalolen-_JM,casa
Peñalolen,220 Mts Remodelada 3d Quebrada De Macul Con Consistorial,7900.0,220.0,140.0,3,3,12,3,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-3215082336-220-mts-remodelada-3d-quebrada-de-macul-con-consistorial-_JM,casa
Peñalolen,Vendo Espectacular Casa Muy Segura,19800.0,800.0,300.0,4,6,0,14,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1618417965-vendo-espectacular-casa-muy-segura-_JM,casa
Peñalolen,Amplio Town House En Venta / Las Pircas  (73866),8368.0,276.0,184.0,3,3,5,2,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-3169335016-amplio-town-house-en-venta-las-pircas-73866-_JM,casa
Peñalolen,"Las Pircas, Casa 6 Dormitorios",17000.0,744.0,280.0,4,6,14,3,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-2998373680-las-pircas-casa-6-dormitorios-_JM,casa
Peñalolen,"Casa En Venta De 6 Dorm.,4 Baños/ Piscina En Peñalolén",16000.0,615.0,228.0,4,6,20,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1719984047-casa-en-venta-de-6-dorm4-banos-piscina-en-penalolen-_JM,casa
Peñalolen,"¡condominio Las Pircas! Casa En Venta, Peñalolén",11500.0,380.0,140.0,4,4,13,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3239290980-condominio-las-pircas-casa-en-venta-penalolen-_JM,casa
Peñalolen,Casa Pircas Peñalolén 100% Financiamiento Hipotecario,8889.0,92.0,184.0,3,3,5,2,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-3197414940-casa-pircas-penalolen-100-financiamiento-hipotecario-_JM,casa
Peñalolen,Casa En Venta En Peñalolén,15200.0,1200.0,190.0,4,4,29,6,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1695489895-casa-en-venta-en-penalolen-_JM,casa
Peñalolen,"Hermosa Propiedad En Condominio, Vende Por Viaje!",18500.0,736.0,260.0,4,5,0,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3222000358-hermosa-propiedad-en-condominio-vende-por-viaje-_JM,casa
Peñalolen,"Las Pircas, Casa En Condominio  (123357)",14400.0,430.0,177.0,5,5,5,2,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-3211013716-las-pircas-casa-en-condominio-123357-_JM,casa
Peñalolen,Venta Casa Peñalolén 4d+4b+2est+0bod 225m2 Town House Pircas,12500.0,225.0,152.0,4,4,5,2,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1710968509-venta-casa-penalolen-4d4b2est0bod-225m2-town-house-pircas-_JM,casa
Peñalolen,Casa En Venta De 4 Dorm. En Peñalolén Sector Las Pircas,14400.0,420.0,177.0,5,4,5,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208397502-casa-en-venta-de-4-dorm-en-penalolen-sector-las-pircas-_JM,casa
Peñalolen,Ven A Conocerla Y Haz Tu Oferta,11990.0,300.0,273.0,4,7,22,6,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-1709479057-ven-a-conocerla-y-haz-tu-oferta-_JM,casa
Peñalolen,Sector Las Pircas,13900.0,605.0,224.0,4,6,17,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1718491575-sector-las-pircas-_JM,casa
Peñalolen,Casa En Venta Condominio Las Pircas (123938),16900.0,900.0,187.0,5,4,13,3,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-3225316814-casa-en-venta-condominio-las-pircas-123938-_JM,casa
Peñalolen,Casa En Venta En Peñalolén,19800.0,800.0,250.0,4,5,25,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1697750653-casa-en-venta-en-penalolen-_JM,casa
Peñalolen,Casa En Venta De 5 Dorm. En Peñalolén,16400.0,614.96,228.74,4,5,18,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3179659228-casa-en-venta-de-5-dorm-en-penalolen-_JM,casa
Peñalolen,En Condominio / Las Pircas,18400.0,1010.0,229.0,5,4,13,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1709054445-en-condominio-las-pircas-_JM,casa
Peñalolen,"Hermosa Casa, En El Mejor Barrio Residencial De Peñalolen",18300.0,726.0,248.0,4,5,20,4,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-2909023886-hermosa-casa-en-el-mejor-barrio-residencial-de-penalolen-_JM,casa
Peñalolen,Nueva Condominio Las Pircas - Credito 100% (119317),9293.0,184.0,92.0,3,3,2,2,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-3169387448-nueva-condominio-las-pircas-credito-100-119317-_JM,casa
Peñalolen,Se Vende Casa En Exclusivo Condominio  (78701),11500.0,357.0,139.0,4,4,8,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1725243461-se-vende-casa-en-exclusivo-condominio-78701-_JM,casa
Peñalolen,Fantástica Casa En Venta/ 7 D+4b Piscina!! (118615),15900.0,600.0,227.0,4,8,23,3,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-3227687918-fantastica-casa-en-venta-7-d4b-piscina-118615-_JM,casa
Peñalolen,Casa Condominio Las Pircas (117700),14200.0,500.0,198.0,3,4,20,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1717478315-casa-condominio-las-pircas-117700-_JM,casa
Peñalolen,"Casa Renovada, Cocina Ampliada Y Gran jardín, En Las Pircas",13990.0,516.0,161.0,4,5,13,4,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3180451244-casa-renovada-cocina-ampliada-y-granjardin-en-las-pircas-_JM,casa
Providencia,Espectacular / Colegio San Ignacio / Plaza Uruguay,24500.0,400.0,250.0,3,4,78,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3038389288-espectacular-colegio-san-ignacio-plaza-uruguay-_JM,casa
Providencia,Propiedad Remodelada Con 2 Casas (4d-3b)  Providencia,7890.0,230.0,100.0,3,4,10,2,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3230680592-propiedad-remodelada-con-2-casas-4d-3b-providencia-_JM,casa
Providencia,Casa Comercial En Venta De 5 Dorm. En Providencia,13900.0,243.0,157.0,3,5,73,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1715432723-casa-comercial-en-venta-de-5-dorm-en-providencia-_JM,casa
Providencia,Hermosa Casa Familiar En Providencia,11700.0,338.0,151.0,4,5,41,0,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1709282041-hermosa-casa-familiar-en-providencia-_JM,casa
Providencia,Casa En Venta De 7 Dorm. En Providencia,26000.0,480.0,400.0,5,7,0,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3056213082-casa-en-venta-de-7-dorm-en-providencia-_JM,casa
Providencia,Casa Dinamarca / Amapolas,12000.0,237.0,160.0,2,3,62,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3193107448-casa-dinamarca-amapolas-_JM,casa
Providencia,Gran Casa Apta Habitacional O Comercial,16990.0,250.0,200.0,5,4,70,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1608622277-gran-casa-apta-habitacional-o-comercial-_JM,casa
Providencia,Casa En Venta De 4 Dorm. En Providencia,13900.0,276.0,213.0,4,4,76,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3056225910-casa-en-venta-de-4-dorm-en-providencia-_JM,casa
Providencia,"Townhouse En Venta De 3 Dormitorios, Cercano A Metro Bilbao",9990.0,0.0,10012.0,3,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3199284366-townhouse-en-venta-de-3-dormitorios-cercano-a-metro-bilbao-_JM,casa
Providencia,Casa Arquitectura Española Con Descuento En Comisión!,17490.0,342.0,158.0,3,5,65,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2902974928-casa-arquitectura-espanola-con-descuento-en-comision-_JM,casa
Providencia,"Casa Remodelada En Venta, Sector Pedro De Valdivia...",19500.0,427.0,259.0,4,5,76,3,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-2898749880-casa-remodelada-en-venta-sector-pedro-de-valdivia-_JM,casa
Providencia,"Venta Casa, Providencia",22000.0,480.0,250.0,4,5,74,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1713870033-venta-casa-providencia-_JM,casa
Providencia,"Clásica Y Luminosa En Los Leones, Orientación Oriente/norte",9500.0,190.0,138.0,2,3,65,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2866516682-clasica-y-luminosa-en-los-leones-orientacion-orientenorte-_JM,casa
Providencia,Oportunidad:  Nuevo Townhouse  Con Bajo Gasto Común,10900.0,145.0,114.0,2,3,3,1,False,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-2897020048-oportunidad-nuevo-townhouse-con-bajo-gasto-comun-_JM,casa
Providencia,Casa En Venta De 5 Dorm. En Providencia,21500.0,373.0,217.0,3,5,62,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3090057394-casa-en-venta-de-5-dorm-en-providencia-_JM,casa
Providencia,Casa En Venta De 5 Dorm. En Providencia Remodelada,21000.0,403.0,252.0,4,5,54,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1584323617-casa-en-venta-de-5-dorm-en-providencia-remodelada-_JM,casa
Providencia,Pedro Valdivia Norte C_423575,13500.0,232.0,150.0,3,3,0,2,True,True,False,True,True,True,True,https://www.portalinmobiliario.com/MLC-1707033811-pedro-valdivia-norte-c423575-_JM,casa
Providencia,Jorge Matte Gormaz - Escuchamos Tu Oferta,32500.0,737.0,300.0,9,12,0,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3088946280-jorge-matte-gormaz-escuchamos-tu-oferta-_JM,casa
Providencia,Casa En Venta De 4 Dorm. En Providencia,35000.0,575.0,360.0,4,4,71,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1709475845-casa-en-venta-de-4-dorm-en-providencia-_JM,casa
Providencia,"Metro Ines De Suarez, Diego Almagro/ 3d- 1,5 Baños + Bodega",8900.0,135.0,111.0,2,3,64,2,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-1706156277-metro-ines-de-suarez-diego-almagro-3d-15-banos-bodega-_JM,casa
Providencia,"Casa En Venta, Se Aceptan Ofertas Desde Uf 16.000",16000.0,466.0,254.0,4,7,80,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2884157976-casa-en-venta-se-aceptan-ofertas-desde-uf-16000-_JM,casa
Providencia,Se Escuchan Ofertas  Jose Manuel Infante Con Huascar,14000.0,316.0,227.0,3,7,0,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1678071151-se-escuchan-ofertas-jose-manuel-infante-con-huascar-_JM,casa
Providencia,Espectacular Casa A Pasos De Cerro San Cristóbal,18000.0,250.0,148.0,3,3,65,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1683541609-espectacular-casa-a-pasos-de-cerro-san-cristobal-_JM,casa
Providencia,Casa Diego De Almagro/holanda,25000.0,488.0,186.0,4,6,28,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3194774540-casa-diego-de-almagroholanda-_JM,casa
Providencia,Oportunidad Unica. Casa En Venta De 6 Dorm. En Providencia,24000.0,399.0,298.0,3,6,83,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1714575915-oportunidad-unica-casa-en-venta-de-6-dorm-en-providencia-_JM,casa
Providencia,"Townhouse En Venta De 3 Dormitorios, Cercano A Metro Bilbao",9990.0,0.0,10012.0,3,3,0,2,True,True,True,True,True,True,True,https://www.portalinmobiliario.com/MLC-3199284366-townhouse-en-venta-de-3-dormitorios-cercano-a-metro-bilbao-_JM,casa
Providencia,Venta Casa Sector Pedro De Valdivia Norte,28000.0,489.0,370.0,4,5,53,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3152843184-venta-casa-sector-pedro-de-valdivia-norte-_JM,casa
Providencia,Casa En Venta De 4 Dorm. En Providencia Cercano A Falp,9700.0,270.0,105.0,2,4,90,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1622950623-casa-en-venta-de-4-dorm-en-providencia-cercano-a-falp-_JM,casa
Providencia,"Remodelada, A Estrenar: El Vergel / Amapolas",14200.0,179.0,106.0,3,4,72,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208564914-remodelada-a-estrenar-el-vergel-amapolas-_JM,casa
Providencia,Casa En Venta De 3 Dorm. En Providencia,9990.0,66.0,100.12,3,3,4,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2971877660-casa-en-venta-de-3-dorm-en-providencia-_JM,casa
Providencia,"Casa En Venta Para Remodelar En Amplio Terreno, Op...",10400.0,388.0,112.0,1,2,95,3,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1615379575-casa-en-venta-para-remodelar-en-amplio-terreno-op-_JM,casa
Providencia,Remodelada: Colegio San Ignacio / Plaza Río De Janeiro,14200.0,198.0,114.0,2,3,73,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1584402771-remodelada-colegio-san-ignacio-plaza-rio-de-janeiro-_JM,casa
Providencia,"Casa En Venta En Sector Pedro De Valdivia Norte, C...",17500.0,400.0,163.0,3,4,59,2,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-2898883110-casa-en-venta-en-sector-pedro-de-valdivia-norte-c-_JM,casa
Providencia,Casa En Venta De 4 Dorm. En Providencia,16300.0,330.0,191.0,3,4,75,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3060804432-casa-en-venta-de-4-dorm-en-providencia-_JM,casa
Providencia,"Casa En Venta, 3dorm 4baños, Providencia",13500.0,176.0,141.0,4,3,72,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2922065450-casa-en-venta-3dorm-4banos-providencia-_JM,casa
Providencia,Amplia Casa En Providencia 4 Dormitorios,20500.0,647.0,177.0,2,4,77,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1606528621-amplia-casa-en-providencia-4-dormitorios-_JM,casa
Providencia,Casa En Venta En Providencia En Pedro De Valdivia Norte.,15950.0,280.0,209.0,5,9,72,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3141270214-casa-en-venta-en-providencia-en-pedro-de-valdivia-norte-_JM,casa
Providencia,Diego De Almagro - Dinamarca,12490.0,151.0,120.0,3,4,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3239268214-diego-de-almagro-dinamarca-_JM,casa
Providencia,"Amplia Casa Tradicional 2pisos, Emilio Delporte, Providencia",13900.0,286.0,276.0,5,7,79,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1657874809-amplia-casa-tradicional-2pisos-emilio-delporte-providencia-_JM,casa
Providencia,Casa En Venta En Vitacura,16000.0,312.0,144.0,3,4,0,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1709437495-casa-en-venta-en-vitacura-_JM,casa
Providencia,Casa En Venta De 3 Dorm. En Providencia,12490.0,151.0,120.0,3,3,67,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2847427554-casa-en-venta-de-3-dorm-en-providencia-_JM,casa
Providencia,Pocuro_ Para Remodelar_ Arriendo Con Compromiso Venta,10336.0,223.0,126.0,3,3,65,4,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-1724649395-pocuro-para-remodelar-arriendo-con-compromiso-venta-_JM,casa
Providencia,"Casa Estilo Neogótico, Sólida Construcción De 1934",19500.0,397.0,246.0,2,5,91,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1645813947-casa-estilo-neogotico-solida-construccion-de-1934-_JM,casa
Providencia,Los Españoles Pedro De Valdivia Norte,15100.0,327.0,136.0,3,4,70,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1623142199-los-espanoles-pedro-de-valdivia-norte-_JM,casa
Providencia,Moderna Townhouse Holanda/ Diego De Almagro,9990.0,120.0,90.0,2,3,5,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3079343298-moderna-townhouse-holanda-diego-de-almagro-_JM,casa
Providencia,Casa En Venta En Providencia,24900.0,562.0,290.0,3,5,77,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2907074632-casa-en-venta-en-providencia-_JM,casa
Providencia,Remodelada: Colegio San Ignacio,24500.0,385.0,236.0,4,4,78,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1607187509-remodelada-colegio-san-ignacio-_JM,casa
Providencia,"Gran Casa En Providencia, Descuento En Comision!",14000.0,352.0,226.0,3,7,80,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3005911722-gran-casa-en-providencia-descuento-en-comision-_JM,casa
Providencia,Casa En Venta De 14 Dorm. En Providencia,37000.0,1230.0,726.0,6,14,115,17,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1583354881-casa-en-venta-de-14-dorm-en-providencia-_JM,casa
Providencia,Barrio Italia / Seminario: 790 M2 De Terreno,27000.0,790.0,435.0,4,6,78,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3199690028-barrio-italia-seminario-790-m2-de-terreno-_JM,casa
Providencia,"Hermosa Townhouse En Venta, Calle Lautaro, Providencia",11600.0,188.0,127.0,4,4,2,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1724671595-hermosa-townhouse-en-venta-calle-lautaro-providencia-_JM,casa
Providencia,"Propiedad Comercial 433 M2, 5 Estacionamiento",10000.0,433.0,227.0,5,7,0,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710666309-propiedad-comercial-433-m2-5-estacionamiento-_JM,casa
Providencia,"Gran Casa En Providencia: 7 Hab, 7 Baños, 698m²",19500.0,927.0,698.0,7,7,0,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208896184-gran-casa-en-providencia-7-hab-7-banos-698m-_JM,casa
Providencia,"Rt - Define ¿depto O Casa? Patio, Antejardin,estac,garaje",9000.0,350.0,160.0,3,4,50,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3141410424-rt-define-depto-o-casa-patio-antejardinestacgaraje-_JM,casa
Providencia,Espectacular Town House - Providencia,11600.0,188.0,127.0,4,4,2,2,True,False,True,True,True,True,True,https://portalinmobiliario.com/MLC-3180183252-espectacular-town-house-providencia-_JM,casa
Providencia,"Casa En Venta En Santa Isabel, Providencia",8500.0,170.0,170.0,3,8,0,0,True,False,False,True,True,True,True,https://portalinmobiliario.com/MLC-3206072858-casa-en-venta-en-santa-isabel-providencia-_JM,casa
Providencia,Tegualda (barrio Italia),,160.0,130.0,3,4,0,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1702120019-tegualda-barrio-italia-_JM,casa
Providencia,Oportunidad En Providencia: Casa Con Uso Comercial,11000.0,278.0,350.0,4,5,76,2,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-3014649376-oportunidad-en-providencia-casa-con-uso-comercial-_JM,casa
Providencia,Casa En Venta En Providencia,12900.0,189.0,231.0,4,3,90,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1706199297-casa-en-venta-en-providencia-_JM,casa
Providencia,"Precio Oportunidad !! , Uso Comercial, 10 Áreas- Providencia",,280.0,240.0,4,7,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1645708521-precio-oportunidad-uso-comercial-10-areas-providencia-_JM,casa
Providencia,Casa En Venta En Julio Prado De 4 Dorm. Providencia,15500.0,281.0,220.0,2,4,79,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3208517576-casa-en-venta-en-julio-prado-de-4-dorm-providencia-_JM,casa
Providencia,"Amplia, Ideal Para Oficina, Centro De Estudio O Comercial",14000.0,305.0,250.0,4,5,60,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1606760093-amplia-ideal-para-oficina-centro-de-estudio-o-comercial-_JM,casa
Providencia,Barrio Italia,6600.0,244.0,238.0,2,7,0,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710982619-barrio-italia-_JM,casa
Providencia,Townhouse Providencia 3d 3b,13200.0,181.0,106.0,2,3,3,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1670523195-townhouse-providencia-3d-3b-_JM,casa
Providencia,Moderna Casa - Town House Providencia,11600.0,188.0,127.0,4,4,2,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1698119087-moderna-casa-town-house-providencia-_JM,casa
Providencia,Casa En Venta De 5 Dorm. En Providencia,13790.0,270.0,200.0,3,5,87,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1693298781-casa-en-venta-de-5-dorm-en-providencia-_JM,casa
Providencia,Casa En Venta De 16 Dorm. En Providencia,37000.0,1230.0,796.0,5,16,115,15,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3071877850-casa-en-venta-de-16-dorm-en-providencia-_JM,casa
Providencia,Providencia  Casa Comercial En Av. Salvador / Av. Sta. Isab,10000.0,433.0,241.0,2,6,35,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3193029424-providencia-casa-comercial-en-av-salvador-av-sta-isab-_JM,casa
Providencia,Casa En Venta De 3 Dorm. En Puerto Montt,,700.0,135.0,3,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1718493141-casa-en-venta-de-3-dorm-en-puerto-montt-_JM,casa
