comuna,titulo,precio_uf,m2_totales,m2_construidos,banos,dormitorios,antiguedad_anos,estacionamientos,jardin,piscina,quincho,condominio_cerrado,educacion,comercios,salud,url,tipo_vivienda
Huechuraba,Casa Mediterranea En Condominio Cerrado,7290.0,173.0,111.0,3,3,5,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1694550861-casa-mediterranea-en-condominio-cerrado-_JM,casa
Huechuraba,Casa En Venta En El Roble Con Terraza Y Jardín,5450.0,150.0,97.0,3,3,20,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3152818486-casa-en-venta-en-el-roble-con-terraza-y-jardin-_JM,casa
Huechuraba,Casa 3 Pisos Condominio Berta Correa Pedro Fontova,6500.0,124.0,118.0,3,3,14,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3215058598-casa-3-pisos-condominio-berta-correa-pedro-fontova-_JM,casa
Huechuraba,Espectacular Y Acogedora Casa De Dos Pisos En Cond...,5690.0,159.0,78.0,2,3,9,2,True,False,True,True,True,True,True,https://portalinmobiliario.com/MLC-2898851266-espectacular-y-acogedora-casa-de-dos-pisos-en-cond-_JM,casa
Huechuraba,"Venta Casa Condominio 5 Dormitorios, El Greco, Pedro Fontova",8300.0,208.0,140.0,3,5,22,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3214982614-venta-casa-condominio-5-dormitorios-el-greco-pedro-fontova-_JM,casa
Huechuraba,Casa 3d/3b En Condominio,5600.0,150.0,97.0,3,3,20,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3227367296-casa-3d3b-en-condominio-_JM,casa
Huechuraba,"Seguridad, Diseño Y Comodidad",6990.0,130.0,130.0,2,3,7,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1711497407-seguridad-diseno-y-comodidad-_JM,casa
Huechuraba,Espectacular Casa En Venta En Inmejorable Condomin...,9500.0,278.0,136.0,3,4,24,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-3195893864-espectacular-casa-en-venta-en-inmejorable-condomin-_JM,casa
Huechuraba,Oportunidad No La Deje Pasar Bella Amplia 5d5b 170m2 Piscina,9980.0,395.0,170.0,5,5,15,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2992147100-oportunidad-no-la-deje-pasar-bella-amplia-5d5b-170m2-piscina-_JM,casa
Huechuraba,Espectacular Casa En Santa Marta De Huechuraba Par...,15000.0,646.0,354.0,6,8,19,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3090212716-espectacular-casa-en-santa-marta-de-huechuraba-par-_JM,casa
Huechuraba,"Condominio Cerrado Impecable, Lado Colegio!",7590.0,297.0,138.0,4,4,19,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2991384082-condominio-cerrado-impecable-lado-colegio-_JM,casa
Huechuraba,"Casa En Condominio, 4d Y 3b + Servicios",11400.0,390.0,140.0,4,5,26,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3043294644-casa-en-condominio-4d-y-3b-servicios-_JM,casa
Huechuraba,Excelente Y Acogedora Casa Remodelada,6500.0,148.0,102.0,2,4,21,3,False,False,True,True,True,True,False,https://portalinmobiliario.com/MLC-2898816706-excelente-y-acogedora-casa-remodelada-_JM,casa
Huechuraba,Linda Casa En Venta  Condominio En Huechuraba,6190.0,126.0,160.0,3,5,14,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1656901913-linda-casa-en-venta-condominio-en-huechuraba-_JM,casa
Huechuraba,"Casa En Huechuraba, Condominio",7990.0,250.0,110.0,2,3,11,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3168362506-casa-en-huechuraba-condominio-_JM,casa
Huechuraba,Casa De 3 Pisos 4 D Mas Servicio 3b 2e Liencura Huechuraba,8500.0,176.68,155.34,3,4,26,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1641461949-casa-de-3-pisos-4-d-mas-servicio-3b-2e-liencura-huechuraba-_JM,casa
Huechuraba,Casa En Venta En Huechuraba Con Terraza,5690.0,118.0,79.0,3,3,0,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1722604455-casa-en-venta-en-huechuraba-con-terraza-_JM,casa
Huechuraba,Gran Terreno Con Casa En Condominio Muy Tranquilo,24000.0,4000.0,200.0,2,4,15,10,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-3130368184-gran-terreno-con-casa-en-condominio-muy-tranquilo-_JM,casa
Huechuraba,Oportunidad De Compra!,6200.0,146.25,128.0,3,3,13,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2878409290-oportunidad-de-compra-_JM,casa
Huechuraba,Casa En Condominio De Huechuraba,14190.0,193.0,193.0,3,5,28,2,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-3192889192-casa-en-condominio-de-huechuraba-_JM,casa
Huechuraba,Linda Casa En Condominio Bien Mantenida,5800.0,140.0,110.0,3,4,9,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2995672326-linda-casa-en-condominio-bien-mantenida-_JM,casa
Huechuraba,Casa En Punta Nogales - Condominio Punta Avellanos,6989.0,273.0,118.0,3,4,17,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1686921781-casa-en-punta-nogales-condominio-punta-avellanos-_JM,casa
Huechuraba,"Casa En El Sauce, Al Interior De Condominio",7800.0,250.0,110.0,3,4,10,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2964795542-casa-en-el-sauce-al-interior-de-condominio-_JM,casa
Huechuraba,Casa En Venta En Pedro Fontova Con Piscina,9700.0,321.0,140.0,4,4,15,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1724918121-casa-en-venta-en-pedro-fontova-con-piscina-_JM,casa
Huechuraba,"Casa En Venta En Condominio Privado De Sólo 4 Casas, Huec...",23500.0,1560.0,324.0,5,6,6,6,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1626142301-casa-en-venta-en-condominio-privado-de-solo-4-casas-huec-_JM,casa
Huechuraba,Preciosa Casa En Condominio De Los Fresnos Mejor Sector,14800.0,405.0,170.0,4,5,19,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2963798950-preciosa-casa-en-condominio-de-los-fresnos-mejor-sector-_JM,casa
Huechuraba,Hermosa Casa Estilo Mediterránea A Pasos De Pedro Fontova,8590.0,240.0,130.0,3,3,6,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1680645865-hermosa-casa-estilo-mediterranea-a-pasos-de-pedro-fontova-_JM,casa
Huechuraba,Casa En Venta Huechuraba,10350.0,360.0,160.0,4,4,0,3,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1598591755-casa-en-venta-huechuraba-_JM,casa
Huechuraba,"En Condominio, Excelente Sector De Huechuraba, El Sauce",7990.0,250.0,120.0,3,4,12,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1629589783-en-condominio-excelente-sector-de-huechuraba-el-sauce-_JM,casa
Huechuraba,"Gran Oportunidad! Dentro De Condominio Exclusivo, P. Fontova",7350.0,200.0,160.0,4,4,0,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1671155899-gran-oportunidad-dentro-de-condominio-exclusivo-p-fontova-_JM,casa
Huechuraba,Casa Remodelada Venta Huechuraba 4d/3b,9990.0,280.0,140.0,3,4,2024,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1695498551-casa-remodelada-venta-huechuraba-4d3b-_JM,casa
Huechuraba,Casa En Venta En Santa Rosa De Huechuraba Jardín,10850.0,322.0,180.0,4,5,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3239329094-casa-en-venta-en-santa-rosa-de-huechuraba-jardin-_JM,casa
Huechuraba,Se Vende Casa 4 Dormitorios En Huechuraba,11890.0,440.0,250.0,4,4,14,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1656736329-se-vende-casa-4-dormitorios-en-huechuraba-_JM,casa
Huechuraba,"Casa En Condominio Altos Del Valle, Huechuraba. (105).",10500.0,500.0,208.0,4,6,15,4,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2876974204-casa-en-condominio-altos-del-valle-huechuraba-105-_JM,casa
Huechuraba,"Amplia Y Hermosa Casa En Condominio Exclusivo, Huechuraba",13900.0,682.0,234.96,6,6,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1599832163-amplia-y-hermosa-casa-en-condominio-exclusivo-huechuraba-_JM,casa
Huechuraba,"Se Vende Casa En Huechuraba, Sector Pedro Fontova",6500.0,167.0,131.0,4,5,18,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2910249668-se-vende-casa-en-huechuraba-sector-pedro-fontova-_JM,casa
Huechuraba,"Huechuraba, Casa En Venta, 4 O 5 Dormitorios.",9290.0,330.0,149.0,4,4,13,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1702906299-huechuraba-casa-en-venta-4-o-5-dormitorios-_JM,casa
Huechuraba,"Hermosa, Amplia Y Cómoda Casa, Casi Nueva",8800.0,280.0,280.0,4,4,0,2,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-2971937372-hermosa-amplia-y-comoda-casa-casi-nueva-_JM,casa
Huechuraba,Casa Avenida Los Dátiles Id: 145647,8700.0,130.0,200.0,3,3,0,1,False,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1654334833-casa-avenida-los-datiles-id-145647-_JM,casa
Huechuraba,"Linda Casa Dentro De Condominio, Remodelada!",8500.0,250.0,125.0,4,4,25,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3100801864-linda-casa-dentro-de-condominio-remodelada-_JM,casa
Huechuraba,Se Vende Casa Impecable En Huechuraba,11000.0,359.0,0.0,4,5,2024,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1614252839-se-vende-casa-impecable-en-huechuraba-_JM,casa
Huechuraba,Casa En Condominio,6990.0,180.0,140.0,3,4,19,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1710975145-casa-en-condominio-_JM,casa
Huechuraba,Dbs Propiedades Vende Casa De 2 Pisos 4d/4b/2est Uf 14.990,14990.0,660.0,660.0,4,4,0,2,True,True,True,True,False,True,False,https://portalinmobiliario.com/MLC-1684238157-dbs-propiedades-vende-casa-de-2-pisos-4d4b2est-uf-14990-_JM,casa
Huechuraba,Casa Avenida El Guanaco Norte Id: 138941,6300.0,140.0,160.0,3,4,0,2,False,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1695603519-casa-avenida-el-guanaco-norte-id-138941-_JM,casa
Huechuraba,Impecable Casa Remodelada,8500.0,240.0,125.0,3,3,20,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1711002171-impecable-casa-remodelada-_JM,casa
Huechuraba,Maravillosa Casa Remodelada En Venta En Huechuraba,14300.0,640.0,198.0,5,5,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3117010808-maravillosa-casa-remodelada-en-venta-en-huechuraba-_JM,casa
Huechuraba,Amplia Y Acogedora Casa En Santa Rosa De Huechuraba!,7570.0,200.0,160.0,4,5,19,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-2881021358-amplia-y-acogedora-casa-en-santa-rosa-de-huechuraba-_JM,casa
Huechuraba,Estupenda Casa Remodelada (103573),10750.0,306.0,168.0,5,4,25,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1676106819-estupenda-casa-remodelada-103573-_JM,casa
Huechuraba,Casa Avenida El Guanaco Norte Id: 149234,10500.0,400.0,180.0,3,7,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3123372230-casa-avenida-el-guanaco-norte-id-149234-_JM,casa
Huechuraba,"Casa En Venta En Pedro Fontova, Huechuraba Con Patio",7000.0,220.0,140.0,3,4,9,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3199712976-casa-en-venta-en-pedro-fontova-huechuraba-con-patio-_JM,casa
Huechuraba,"Hermosa, Estilo Mediterranea En Condominio Sector Seguro",8900.0,206.0,139.8,4,4,15,3,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2881072124-hermosa-estilo-mediterranea-en-condominio-sector-seguro-_JM,casa
Huechuraba,"Amplia Y Cómodos Espacios, En Condominio Huechuraba",7400.0,196.0,139.0,3,4,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3002624288-amplia-y-comodos-espacios-en-condominio-huechuraba-_JM,casa
Huechuraba,Arayabroker Vende Preciosa Casa En Huechuraba,,192.0,172.0,4,4,10,2,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1715431145-arayabroker-vende-preciosa-casa-en-huechuraba-_JM,casa
Huechuraba,Casa En Venta En Huechuraba,24000.0,4000.0,350.0,2,3,29,8,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3071903024-casa-en-venta-en-huechuraba-_JM,casa
Huechuraba,Hermosa Casa De 4d Sector Santa Rosa De Huechuraba,7690.0,200.0,140.0,3,4,28,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1620824347-hermosa-casa-de-4d-sector-santa-rosa-de-huechuraba-_JM,casa
Huechuraba,Hermosa Casa En Condominio Pedro Fontova,10500.0,400.0,160.0,4,4,23,4,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3000687822-hermosa-casa-en-condominio-pedro-fontova-_JM,casa
Huechuraba,Venta!! Casa Con Excelente Ubicación Acceso  A Autopista,7000.0,184.0,122.0,2,4,1903,0,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2887734996-venta-casa-con-excelente-ubicacion-acceso-a-autopista-_JM,casa
Huechuraba,¡excelente Oportunidad De Compra!,5980.0,140.0,100.0,3,3,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2938010530-excelente-oportunidad-de-compra-_JM,casa
Huechuraba,"Oportunidad! Excelente Ubicación En El Carmen, Segura",6400.0,161.0,140.0,3,4,18,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2990610794-oportunidad-excelente-ubicacion-en-el-carmen-segura-_JM,casa
Huechuraba,"Se Vende Casa Huechuraba, Condominio El Greco, Pedro Fontova",7300.0,175.0,140.0,3,5,22,2,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-2942368932-se-vende-casa-huechuraba-condominio-el-greco-pedro-fontova-_JM,casa
Huechuraba,"Gran Casa Completamente Remodelada, Sector Exclusivo",14200.0,650.0,193.0,5,6,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3100749998-gran-casa-completamente-remodelada-sector-exclusivo-_JM,casa
Huechuraba,Casa En Venta De 5 Dorm. En Huechuraba,8390.0,200.0,138.0,4,5,27,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1704697069-casa-en-venta-de-5-dorm-en-huechuraba-_JM,casa
Huechuraba,"Venta/arriendo Casa 140m2 4d4b Dentro Condominio, Huechuraba",8300.0,190.0,140.0,4,4,19,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1697568953-ventaarriendo-casa-140m2-4d4b-dentro-condominio-huechuraba-_JM,casa
Huechuraba,"Casa En Venta En Guanaco Norte, Huechuraba",6099.0,164.1,103.23,3,3,15,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3227392426-casa-en-venta-en-guanaco-norte-huechuraba-_JM,casa
Huechuraba,"Estupenda Propiedad, Gran Seguridad/ Puertas De Huechuraba!",8000.0,230.0,140.0,4,4,10,4,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2903650714-estupenda-propiedad-gran-seguridad-puertas-de-huechuraba-_JM,casa
Huechuraba,Casa En Venta De 4 Dorm. En Huechuraba,6800.0,142.0,114.0,3,4,19,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3203781532-casa-en-venta-de-4-dorm-en-huechuraba-_JM,casa
Las Condes,Venta Casa En Condominio San Carlos De Apoquindo,24500.0,482.0,234.0,3,4,18,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2903509702-venta-casa-en-condominio-san-carlos-de-apoquindo-_JM,casa
Las Condes,Casa En Venta San Carlos De Apoquindo / Paseo Los Domínicos,21990.0,505.0,220.0,4,5,36,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1597789411-casa-en-venta-san-carlos-de-apoquindo-paseo-los-dominicos-_JM,casa
Las Condes,Casa En Venta De 5 Dorm. En Las Condes,11200.0,331.0,129.0,3,5,71,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1645971511-casa-en-venta-de-5-dorm-en-las-condes-_JM,casa
Las Condes,Casa En Venta - San Carlos De Apoquindo/ El Remanso,23450.0,490.0,240.0,3,4,0,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3008358288-casa-en-venta-san-carlos-de-apoquindo-el-remanso-_JM,casa
Las Condes,Casa En Venta San Carlos De Apoquindo,22900.0,700.0,228.0,3,4,29,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1463526659-casa-en-venta-san-carlos-de-apoquindo-_JM,casa
Las Condes,Venta 2 Casas En Condominio Mirador Los Domínicos,28000.0,1050.0,409.0,4,5,24,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3199175672-venta-2-casas-en-condominio-mirador-los-dominicos-_JM,casa
Las Condes,Casa En Venta De 3 Dorm. En Las Condes,14250.0,200.0,160.0,0,3,0,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1582608017-casa-en-venta-de-3-dorm-en-las-condes-_JM,casa
Las Condes,Casa En Venta San Carlos De Apoquindo / Camino El Alba,21500.0,530.0,206.0,3,4,36,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3199272058-casa-en-venta-san-carlos-de-apoquindo-camino-el-alba-_JM,casa
Las Condes,Casa En Venta - San Carlos De Apoquindo,17800.0,302.0,220.0,4,5,29,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1611065439-casa-en-venta-san-carlos-de-apoquindo-_JM,casa
Las Condes,Venta Casa Los Domínicos Antiguo,22950.0,851.0,263.0,4,5,36,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1636274381-venta-casa-los-dominicos-antiguo-_JM,casa
Las Condes,Casa En Venta De 3 Dorm. En Las Condes,14000.0,264.0,125.0,2,3,69,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2938175040-casa-en-venta-de-3-dorm-en-las-condes-_JM,casa
Las Condes,Casa Condominio Sector La Posada- Mall Sport,25900.0,349.0,279.0,4,5,11,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1631576317-casa-condominio-sector-la-posada-mall-sport-_JM,casa
Las Condes,Casa En Venta Los Domínicos,16200.0,434.0,168.0,2,4,42,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1547728021-casa-en-venta-los-dominicos-_JM,casa
Las Condes,Casa En Venta Los Domínicos,23000.0,737.0,233.0,3,4,29,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2883283954-casa-en-venta-los-dominicos-_JM,casa
Las Condes,Casa En Venta Condominio San Carlos De Apoquindo,27500.0,494.0,278.0,4,4,11,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1632195223-casa-en-venta-condominio-san-carlos-de-apoquindo-_JM,casa
Las Condes,Casa En Venta De 3 Dorm. En Las Condes,16000.0,170.0,132.0,3,3,71,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2892392120-casa-en-venta-de-3-dorm-en-las-condes-_JM,casa
Las Condes,"Espectacular Vista A Todo Santiago, Amplia Y Cómoda Casa",28900.0,1400.0,320.0,3,4,24,6,True,True,True,True,True,True,False,https://www.portalinmobiliario.com/MLC-1691315901-espectacular-vista-a-todo-santiago-amplia-y-comoda-casa-_JM,casa
Las Condes,Casa En Venta De 3 Dorm. En Las Condes / Colegio San Gabriel,11000.0,218.0,136.0,2,3,55,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1675444865-casa-en-venta-de-3-dorm-en-las-condes-colegio-san-gabriel-_JM,casa
Las Condes,"Casa De Dos Pisos En Los Dominicos Antiguo, Las Condes",28400.0,1771.0,300.0,4,6,55,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1674783093-casa-de-dos-pisos-en-los-dominicos-antiguo-las-condes-_JM,casa
Las Condes,Venta Casa Los Dominicos,33000.0,931.0,372.0,5,5,13,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1703908661-venta-casa-los-dominicos-_JM,casa
Las Condes,"Casa En Condominio, San Carlos De Apoquindo, El Remanso",22900.0,518.0,273.0,4,5,18,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-2950114916-casa-en-condominio-san-carlos-de-apoquindo-el-remanso-_JM,casa
Las Condes,Segura Tranquila Cocina Remodela Luminosa San Carlos Bulnes,18900.0,372.0,182.0,3,4,30,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2993895560-segura-tranquila-cocina-remodela-luminosa-san-carlos-bulnes-_JM,casa
Las Condes,"Casa Impecable, Mejor Valor Uf En La Zona",8900.0,244.0,106.0,2,4,65,2,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1707695045-casa-impecable-mejor-valor-uf-en-la-zona-_JM,casa
Las Condes,Casa En Venta Los Dominicos,18000.0,507.0,184.0,4,4,28,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1698705917-casa-en-venta-los-dominicos-_JM,casa
Las Condes,Venta Casa Con Cancha De Tenis/mirador De San Damián,70000.0,2308.0,693.0,6,6,17,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1490748447-venta-casa-con-cancha-de-tenismirador-de-san-damian-_JM,casa
Las Condes,Casa En Venta San Carlos De Apoquindo / Camino El Alba,20850.0,481.0,220.0,3,4,36,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710957171-casa-en-venta-san-carlos-de-apoquindo-camino-el-alba-_JM,casa
Las Condes,El Hogar Que Andas Buscando!,12700.0,273.0,150.0,4,4,48,2,True,True,True,False,True,True,False,https://portalinmobiliario.com/MLC-3014525850-el-hogar-que-andas-buscando-_JM,casa
Las Condes,Venta Casa Mediterránea,52900.0,2350.0,465.0,4,5,28,10,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1631716147-venta-casa-mediterranea-_JM,casa
Las Condes,Venta Casa En Condominio San Carlos De Apoquindo,23900.0,500.0,200.0,2,4,18,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2943206686-venta-casa-en-condominio-san-carlos-de-apoquindo-_JM,casa
Las Condes,Casa En Venta Cerro San Luis,26500.0,379.0,241.0,3,3,45,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1684167795-casa-en-venta-cerro-san-luis-_JM,casa
Las Condes,Toledo / Verbo Divino - Villa Maria,14700.0,140.0,120.0,2,3,75,1,True,True,True,True,True,True,True,https://www.portalinmobiliario.com/MLC-1610486809-toledo-verbo-divino-villa-maria-_JM,casa
Las Condes,Casa En Las Condes / Condiciones Especiales Financiamiento,27512.0,1053.0,454.05,4,6,0,0,True,True,False,True,True,True,True,https://www.portalinmobiliario.com/MLC-1715201891-casa-en-las-condes-condiciones-especiales-financiamiento-_JM,casa
Las Condes,"Los Domínicos, Casa En Venta, 400 M2 Terreno",13200.0,400.0,102.0,3,4,55,2,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1665812799-los-dominicos-casa-en-venta-400-m2-terreno-_JM,casa
Las Condes,"Venta Casa, Los Dominicos, La Foresta",25700.0,1035.0,286.22,3,3,38,6,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3071819692-venta-casa-los-dominicos-la-foresta-_JM,casa
Las Condes,"Casa En Venta Los Dominicos, La Foresta",29000.0,1150.0,374.0,4,6,40,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2922227066-casa-en-venta-los-dominicos-la-foresta-_JM,casa
Las Condes,"Vive, Trabaja Y Disfruta Con Vista Soñada En Los Dominicos",23500.0,504.0,215.0,4,5,21,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3194943014-vive-trabaja-y-disfruta-con-vista-sonada-en-los-dominicos-_JM,casa
Las Condes,Casa En Venta-condominio San Carlos De Apoquindo,26000.0,500.0,286.0,4,5,17,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1607536829-casa-en-venta-condominio-san-carlos-de-apoquindo-_JM,casa
Las Condes,Casa En Venta Condominio Los Dominicos,22800.0,500.0,270.0,3,4,29,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1660768113-casa-en-venta-condominio-los-dominicos-_JM,casa
Las Condes,Av. Las Condes/chesterton,10990.0,300.0,115.0,3,4,40,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2865288176-av-las-condeschesterton-_JM,casa
Las Condes,Casa En Venta - La Foresta,32000.0,923.0,373.5,4,4,31,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2926245184-casa-en-venta-la-foresta-_JM,casa
Las Condes,Bocaccio / Casa Con Cabañas / Gran Jardin / Gran Potencial,15300.0,461.0,167.0,4,4,49,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1678089951-bocaccio-casa-con-cabanas-gran-jardin-gran-potencial-_JM,casa
Las Condes,Casa En Venta Los Dominicos/seguridad 24/7,14900.0,446.0,161.0,3,3,39,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3114477948-casa-en-venta-los-dominicosseguridad-247-_JM,casa
Las Condes,"Casa En Venta, Los Domínicos, Las Condes",29000.0,805.0,312.0,3,4,38,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1713748409-casa-en-venta-los-dominicos-las-condes-_JM,casa
Las Condes,Venta Casa En Condominio Inglesa,28900.0,898.0,304.0,4,5,38,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1716162943-venta-casa-en-condominio-inglesa-_JM,casa
Las Condes,"Espectacular Y Moderna Casa Mediterránea, Sector L...",36000.0,984.0,415.0,7,6,11,8,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1616219845-espectacular-y-moderna-casa-mediterranea-sector-l-_JM,casa
Las Condes,"Linda Casa En Condominio, Completamente Remodelada...",29000.0,949.0,315.0,3,5,32,5,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3100735560-linda-casa-en-condominio-completamente-remodelada-_JM,casa
Las Condes,Venta Casa San Carlos De Apoquindo,16900.0,304.0,170.0,2,4,17,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3071871114-venta-casa-san-carlos-de-apoquindo-_JM,casa
Las Condes,Precio Mas Bajo - Oportunidad Comercial O Casa Familiar.,15300.0,513.0,115.0,3,4,49,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2853718646-precio-mas-bajo-oportunidad-comercial-o-casa-familiar-_JM,casa
Las Condes,Casa En Venta Los Domínicos,27000.0,967.0,243.0,3,5,43,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3121876156-casa-en-venta-los-dominicos-_JM,casa
Las Condes,"5 Dormitorio, Gran Jardin A Pasos De Colegio",24900.0,1020.0,201.0,3,5,38,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2876583566-5-dormitorio-gran-jardin-a-pasos-de-colegio-_JM,casa
